Episode,Step,Clock,Ap1,Av1,Bp1,Bv1
,挂单,8380,B,46573.0,100
,TradePnl,0.0,PosPnl,-1400.0,TotalPnl,-1400.0
,AggPnl,-1400.0,Reward,-14.0
 
20200226,34533000,93533,46621.0,200,46611.0,400
 , , ,46622.0,2621,46610.0,100
 , , ,46624.0,100,46605.0,100
 , , ,46650.0,700,46604.0,200
 , , ,46748.0,300,46603.0,100
, 撤单,8379,A,46673,100
, 撤单,8380,B,46573,100
,选择报单,8,46666,46616.0,46566,200
,挂单,8377,A,46666.0,100
,挂单,8378,B,46606.0,100
,挂单,8381,B,46566.0,100
,TradePnl,0.0,PosPnl,-1700.0,TotalPnl,-1700.0
,AggPnl,-1700.0,Reward,-17.0
 
20200226,34536000,93536,46610.0,100,46605.0,100
 , , ,46611.0,100,46604.0,200
 , , ,46622.0,2621,46603.0,100
 , , ,46624.0,100,46601.0,1300
 , , ,46626.0,100,46600.0,4922
, 撤单,8381,B,46566,100
,选择报单,4,46607,46607.5,46587,200
,挂单,8382,A,46607.0,100
,挂单,8377,A,46666.0,100
,挂单,8378,B,46606.0,100
,挂单,8383,B,46587.0,100
, 成交,8382,A,46607,100
,TradePnl,100.0,PosPnl,-1200.0,TotalPnl,-1100.0
,AggPnl,-1100.0,Reward,-11.0
 
20200226,34539000,93539,46603.0,500,46600.0,3722
 , , ,46604.0,600,46599.0,300
 , , ,46610.0,100,46585.0,100
 , , ,46611.0,400,46580.0,600
 , , ,46622.0,100,46570.0,100
,选择报单,5,46621,46601.5,46601,200
,挂单,8384,A,46621.0,100
,挂单,8377,A,46666.0,100
,挂单,8385,B,46601.0,100
,挂单,8383,B,46587.0,100
, 成交,8383,B,46587,100
, 成交,8385,B,46601,100
,TradePnl,1500.0,PosPnl,-7600.0,TotalPnl,-6100.0
,AggPnl,-6100.0,Reward,-61.0
 
20200226,34542000,93542,46585.0,600,46580.0,200
 , , ,46591.0,100,46570.0,100
 , , ,46598.0,800,46560.0,100
 , , ,46599.0,800,46558.0,200
 , , ,46600.0,5678,46552.0,100
, 撤单,8377,A,46666,100
,选择报单,8,46632,46582.5,46532,400
,挂单,8384,A,46621.0,100
,挂单,8386,A,46632.0,100
,挂单,8387,B,46532.0,100
,TradePnl,0.0,PosPnl,-11000.0,TotalPnl,-11000.0
,AggPnl,-11000.0,Reward,-110.0
 
20200226,34545000,93545,46558.0,400,46552.0,100
 , , ,46569.0,300,46550.0,1000
 , , ,46570.0,200,46543.0,100
 , , ,46571.0,1200,46540.0,200
 , , ,46578.0,100,46538.0,200
, 撤单,8386,A,46632,100
,选择报单,1,46605,46555.0,46505,0
,挂单,8388,A,46605.0,100
,挂单,8384,A,46621.0,100
,挂单,8387,B,46532.0,100
,挂单,8389,B,46505.0,100
,TradePnl,0.0,PosPnl,-0.0,TotalPnl,0.0
,AggPnl,-1800.0,Reward,0.0
 
20200226,34548000,93548,46549.0,100,46530.0,100
 , , ,46552.0,500,46528.0,100
 , , ,46570.0,100,46522.0,100
 , , ,46578.0,100,46521.0,200
 , , ,46580.0,1900,46520.0,1400
, 撤单,8384,A,46621,100
, 撤单,8389,B,46505,100
,选择报单,0,46549,46539.5,46529,0
,挂单,8390,A,46549.0,100
,挂单,8388,A,46605.0,100
,挂单,8387,B,46532.0,100
,挂单,8391,B,46529.0,100
, 成交,8390,A,46549,100
,TradePnl,950.0,PosPnl,-2950.0,TotalPnl,-2000.0
,AggPnl,-2000.0,Reward,-20.0
 
20200226,34551000,93551,46580.0,200,46558.0,200
 , , ,46584.0,200,46528.0,100
 , , ,46585.0,200,46522.0,100
 , , ,46598.0,400,46521.0,200
 , , ,46599.0,700,46520.0,1400
, 撤单,8391,B,46529,100
,选择报单,4,46569,46569.0,46549,-100
,挂单,8392,A,46569.0,100
,挂单,8388,A,46605.0,100
,挂单,8393,B,46549.0,100
,挂单,8387,B,46532.0,100
, 成交,8392,A,46569,100
, 成交,8387,B,46532,100
, 成交,8393,B,46549,100
,TradePnl,5700.0,PosPnl,-0.0,TotalPnl,5700.0
,AggPnl,5700.0,Reward,57.0
 
20200226,34554000,93554,46585.0,100,46520.0,1300
 , , ,46599.0,700,46519.0,100
 , , ,46601.0,100,46512.0,400
 , , ,46603.0,400,46510.0,1900
 , , ,46604.0,600,46508.0,300
,选择报单,2,46572,46552.5,46532,0
,挂单,8394,A,46572.0,100
,挂单,8388,A,46605.0,100
,挂单,8395,B,46532.0,100
, 成交,8394,A,46572,100
,TradePnl,1950.0,PosPnl,-3700.0,TotalPnl,-1750.0
,AggPnl,-1750.0,Reward,-17.5
 
20200226,34557000,93557,46599.0,400,46580.0,4200
 , , ,46601.0,100,46528.0,100
 , , ,46603.0,400,46520.0,1300
 , , ,46604.0,600,46519.0,100
 , , ,46605.0,300,46512.0,300
,选择报单,6,46599,46589.5,46549,-100
,挂单,8396,A,46599.0,100
,挂单,8388,A,46605.0,100
,挂单,8397,B,46549.0,100
,挂单,8395,B,46532.0,100
,TradePnl,0.0,PosPnl,-0.0,TotalPnl,0.0
,AggPnl,0.0,Reward,0.0
 
20200226,34560000,93600,46599.0,300,46580.0,2000
 , , ,46601.0,100,46569.0,100
 , , ,46603.0,400,46558.0,600
 , , ,46604.0,600,46528.0,100
 , , ,46605.0,300,46522.0,200
, 撤单,8388,A,46605,100
, 撤单,8395,B,46532,100
,选择报单,8,46639,46589.5,46539,-100
,挂单,8396,A,46599.0,100
,挂单,8398,A,46639.0,100
,挂单,8397,B,46549.0,100
,挂单,8399,B,46539.0,100
,TradePnl,0.0,PosPnl,4100.0,TotalPnl,4100.0
,AggPnl,4100.0,Reward,34.849999755620956
 
20200226,34563000,93603,46569.0,200,46528.0,100
 , , ,46580.0,1700,46522.0,200
 , , ,46599.0,200,46520.0,1500
 , , ,46601.0,100,46519.0,100
 , , ,46603.0,400,46512.0,300
, 撤单,8398,A,46639,100
, 撤单,8399,B,46539,100
,选择报单,0,46558,46548.5,46538,-100
,挂单,8400,A,46558.0,100
,挂单,8396,A,46599.0,100
,挂单,8397,B,46549.0,100
,挂单,8401,B,46538.0,100
, 成交,8401,B,46538,100
, 成交,8397,B,46549,100
,TradePnl,1000.0,PosPnl,-3150.0,TotalPnl,-2150.0
,AggPnl,-2150.0,Reward,-21.5
 
20200226,34566000,93606,46522.0,100,46512.0,100
 , , ,46528.0,1100,46510.0,1900
 , , ,46569.0,200,46508.0,300
 , , ,46580.0,1000,46505.0,1200
 , , ,46599.0,200,46504.0,100
, 撤单,8396,A,46599,100
,选择报单,0,46527,46517.0,46507,100
,挂单,8402,A,46527.0,100
,挂单,8400,A,46558.0,100
,挂单,8403,B,46507.0,100
,TradePnl,0.0,PosPnl,350.0,TotalPnl,350.0
,AggPnl,350.0,Reward,2.9749999791383743
 
20200226,34569000,93609,46528.0,500,46513.0,900
 , , ,46569.0,200,46505.0,1200
 , , ,46580.0,200,46504.0,100
 , , ,46599.0,100,46502.0,1300
 , , ,46601.0,100,46501.0,200
, 撤单,8400,A,46558,100
,选择报单,4,46520,46520.5,46500,100
,挂单,8404,A,46520.0,100
,挂单,8402,A,46527.0,100
,挂单,8403,B,46507.0,100
,挂单,8405,B,46500.0,100
, 成交,8404,A,46520,100
, 成交,8402,A,46527,100
,TradePnl,1950.0,PosPnl,-0.0,TotalPnl,1950.0
,AggPnl,1950.0,Reward,19.5
 
20200226,34572000,93612,46505.0,100,46502.0,1300
 , , ,46510.0,600,46501.0,200
 , , ,46513.0,800,46500.0,9600
 , , ,46528.0,1200,46498.0,100
 , , ,46569.0,200,46496.0,100
,选择报单,4,46503,46503.5,46483,0
,挂单,8406,A,46503.0,100
,挂单,8405,B,46500.0,100
,挂单,8407,B,46483.0,100
, 成交,8406,A,46503,100
,TradePnl,-50.0,PosPnl,300.0,TotalPnl,250.0
,AggPnl,250.0,Reward,2.0499999821186066
 
20200226,34575000,93615,46501.0,800,46500.0,9300
 , , ,46502.0,1000,46498.0,100
 , , ,46504.0,700,46496.0,100
 , , ,46510.0,400,46481.0,100
 , , ,46513.0,100,46466.0,100
, 撤单,8407,B,46483,100
,选择报单,7,46540,46500.5,46490,-100
,挂单,8408,A,46540.0,100
,挂单,8405,B,46500.0,100
,挂单,8409,B,46490.0,100
, 成交,8408,A,46540,100
, 成交,8409,B,46490,100
, 成交,8405,B,46500,100
,TradePnl,5050.0,PosPnl,-0.0,TotalPnl,5050.0
,AggPnl,5050.0,Reward,50.5
 
20200226,34578000,93618,46496.0,400,46400.0,300
 , , ,46500.0,100,46380.0,400
 , , ,46512.0,100,46363.0,300
 , , ,46585.0,300,46360.0,200
 , , ,46600.0,100,46358.0,200
,选择报单,8,46498,46448.0,46398,0
,挂单,8410,A,46498.0,100
,挂单,8411,B,46398.0,100
, 成交,8410,A,46498,100
,TradePnl,5000.0,PosPnl,-750.0,TotalPnl,4250.0
,AggPnl,4250.0,Reward,42.5
 
20200226,34581000,93621,46502.0,200,46409.0,400
 , , ,46512.0,100,46400.0,200
 , , ,46585.0,300,46380.0,400
 , , ,46601.0,100,46363.0,300
 , , ,46604.0,600,46360.0,200
,选择报单,7,46495,46455.5,46445,-100
,挂单,8412,A,46495.0,100
,挂单,8413,B,46445.0,100
,挂单,8411,B,46398.0,100
, 成交,8412,A,46495,100
,TradePnl,3950.0,PosPnl,200.0,TotalPnl,4150.0
,AggPnl,4150.0,Reward,41.19999998807907
 
20200226,34584000,93624,46500.0,1100,46409.0,300
 , , ,46502.0,100,46400.0,200
 , , ,46512.0,100,46380.0,400
 , , ,46585.0,400,46363.0,300
 , , ,46601.0,100,46360.0,200
, 撤单,8411,B,46398,100
,选择报单,4,46454,46454.5,46434,-200
,挂单,8414,A,46454.0,100
,挂单,8413,B,46445.0,100
,挂单,8415,B,46434.0,100
, 成交,8414,A,46454,100
, 成交,8415,B,46434,100
,TradePnl,2000.0,PosPnl,-9300.0,TotalPnl,-7300.0
,AggPnl,-7300.0,Reward,-73.0
 
20200226,34587000,93627,46502.0,200,46500.0,3700
 , , ,46504.0,100,46409.0,200
 , , ,46512.0,100,46400.0,200
 , , ,46585.0,400,46380.0,400
 , , ,46601.0,100,46363.0,300
,选择报单,8,46551,46501.0,46451,-200
,挂单,8416,A,46551.0,100
,挂单,8417,B,46451.0,100
,挂单,8413,B,46445.0,100
, 成交,8416,A,46551,100
,TradePnl,5000.0,PosPnl,-14850.0,TotalPnl,-9850.0
,AggPnl,-9850.0,Reward,-98.5
 
20200226,34590000,93630,46601.0,100,46500.0,2900
 , , ,46604.0,600,46409.0,300
 , , ,46605.0,300,46400.0,200
 , , ,46611.0,200,46380.0,400
 , , ,46688.0,200,46363.0,300
, 撤单,8413,B,46445,100
,选择报单,6,46560,46550.5,46510,-300
,挂单,8418,A,46560.0,100
,挂单,8419,B,46510.0,100
,挂单,8417,B,46451.0,100
, 成交,8417,B,46451,100
, 成交,8419,B,46510,100
,TradePnl,14000.0,PosPnl,-50.0,TotalPnl,13950.0
,AggPnl,13950.0,Reward,139.5
 
20200226,34593000,93633,46600.0,100,46502.0,100
 , , ,46601.0,100,46500.0,700
 , , ,46604.0,600,46415.0,100
 , , ,46605.0,300,46414.0,300
 , , ,46611.0,200,46380.0,400
,选择报单,4,46551,46551.0,46531,-100
,挂单,8420,A,46551.0,100
,挂单,8418,A,46560.0,100
,挂单,8421,B,46531.0,100
, 成交,8421,B,46531,100
,TradePnl,2000.0,PosPnl,-0.0,TotalPnl,2000.0
,AggPnl,2000.0,Reward,20.0
 
20200226,34596000,93636,46580.0,400,46501.0,1000
 , , ,46600.0,100,46500.0,500
 , , ,46601.0,100,46415.0,100
 , , ,46604.0,600,46414.0,300
 , , ,46605.0,300,46410.0,200
, 撤单,8418,A,46560,100
,选择报单,6,46550,46540.5,46500,0
,挂单,8422,A,46550.0,100
,挂单,8420,A,46551.0,100
,挂单,8423,B,46500.0,100
, 成交,8422,A,46550,100
, 成交,8420,A,46551,100
,TradePnl,2000.0,PosPnl,-0.0,TotalPnl,2000.0
,AggPnl,2000.0,Reward,20.0
 
20200226,34599000,93639,46580.0,700,46501.0,300
 , , ,46600.0,100,46500.0,500
 , , ,46601.0,100,46415.0,100
 , , ,46605.0,300,46414.0,300
 , , ,46611.0,100,46410.0,200
,选择报单,4,46540,46540.5,46520,-200
,挂单,8424,A,46540.0,100
,挂单,8425,B,46520.0,100
,挂单,8423,B,46500.0,100
, 成交,8423,B,46500,100
,TradePnl,6100.0,PosPnl,-0.0,TotalPnl,6100.0
,AggPnl,6100.0,Reward,61.0
 
20200226,34602000,93642,46497.0,400,46418.0,100
 , , ,46500.0,700,46416.0,200
 , , ,46501.0,300,46415.0,100
 , , ,46502.0,4700,46414.0,300
 , , ,46579.0,100,46410.0,200
,选择报单,4,46457,46457.5,46437,0
,挂单,8426,A,46457.0,100
,挂单,8424,A,46540.0,100
,挂单,8427,B,46437.0,100
, 成交,8426,A,46457,100
, 成交,8427,B,46437,100
,TradePnl,2000.0,PosPnl,0.0,TotalPnl,2000.0
,AggPnl,2000.0,Reward,20.0
 
20200226,34605000,93645,46501.0,500,46416.0,300
 , , ,46502.0,4900,46415.0,200
 , , ,46579.0,100,46414.0,300
 , , ,46600.0,100,46411.0,100
 , , ,46601.0,100,46410.0,200
,选择报单,5,46478,46458.5,46458,0
,挂单,8428,A,46478.0,100
,挂单,8424,A,46540.0,100
,挂单,8429,B,46458.0,100
, 成交,8428,A,46478,100
,TradePnl,1950.0,PosPnl,-4200.0,TotalPnl,-2250.0
,AggPnl,-2250.0,Reward,-22.5
 
20200226,34608000,93648,46501.0,400,46500.0,100
 , , ,46502.0,4900,46464.0,100
 , , ,46579.0,100,46416.0,900
 , , ,46600.0,200,46415.0,200
 , , ,46601.0,100,46414.0,300
,选择报单,3,46530,46500.5,46470,-100
,挂单,8430,A,46530.0,100
,挂单,8424,A,46540.0,100
,挂单,8431,B,46470.0,100
,挂单,8429,B,46458.0,100
,TradePnl,0.0,PosPnl,4150.0,TotalPnl,4150.0
,AggPnl,4150.0,Reward,35.274999752640724
 
20200226,34611000,93651,46501.0,100,46417.0,200
 , , ,46502.0,4800,46416.0,900
 , , ,46579.0,100,46415.0,200
 , , ,46600.0,200,46414.0,300
 , , ,46601.0,100,46411.0,100
, 撤单,8424,A,46540,100
, 撤单,8429,B,46458,100
,选择报单,7,46499,46459.0,46449,-100
,挂单,8432,A,46499.0,100
,挂单,8430,A,46530.0,100
,挂单,8431,B,46470.0,100
,挂单,8433,B,46449.0,100
, 成交,8432,A,46499,100
, 成交,8433,B,46449,100
, 成交,8431,B,46470,100
,TradePnl,3900.0,PosPnl,0.0,TotalPnl,3900.0
,AggPnl,3900.0,Reward,39.0
 
20200226,34614000,93654,46500.0,600,46420.0,100
 , , ,46502.0,4800,46418.0,1500
 , , ,46579.0,100,46417.0,200
 , , ,46600.0,200,46416.0,900
 , , ,46601.0,100,46415.0,300
,选择报单,6,46470,46460.0,46420,0
,挂单,8434,A,46470.0,100
,挂单,8430,A,46530.0,100
,挂单,8435,B,46420.0,100
, 成交,8434,A,46470,100
, 成交,8435,B,46420,100
,TradePnl,5000.0,PosPnl,0.0,TotalPnl,5000.0
,AggPnl,5000.0,Reward,50.0
 
20200226,34617000,93657,46500.0,300,46420.0,100
 , , ,46501.0,700,46418.0,1600
 , , ,46502.0,4800,46417.0,200
 , , ,46579.0,100,46416.0,900
 , , ,46600.0,200,46415.0,300
,选择报单,6,46470,46460.0,46420,0
,挂单,8436,A,46470.0,100
,挂单,8430,A,46530.0,100
,挂单,8437,B,46420.0,100
, 成交,8436,A,46470,100
, 成交,8437,B,46420,100
,TradePnl,5000.0,PosPnl,-0.0,TotalPnl,5000.0
,AggPnl,5000.0,Reward,50.0
 
20200226,34620000,93700,46500.0,100,46418.0,1200
 , , ,46501.0,600,46416.0,900
 , , ,46502.0,4800,46415.0,300
 , , ,46579.0,100,46414.0,300
 , , ,46600.0,200,46411.0,100
,选择报单,8,46509,46459.0,46409,0
,挂单,8438,A,46509.0,100
,挂单,8430,A,46530.0,100
,挂单,8439,B,46409.0,100
,TradePnl,0.0,PosPnl,0.0,TotalPnl,0.0
,AggPnl,0.0,Reward,0.0
 
20200226,34623000,93703,46499.0,100,46420.0,600
 , , ,46500.0,100,46418.0,1300
 , , ,46501.0,600,46416.0,900
 , , ,46502.0,4800,46415.0,400
 , , ,46579.0,100,46414.0,300
, 撤单,8430,A,46530,100
,选择报单,5,46479,46459.5,46459,0
,挂单,8440,A,46479.0,100
,挂单,8438,A,46509.0,100
,挂单,8441,B,46459.0,100
,挂单,8439,B,46409.0,100
, 成交,8440,A,46479,100
,TradePnl,1950.0,PosPnl,-50.0,TotalPnl,1900.0
,AggPnl,1900.0,Reward,19.0
 
20200226,34626000,93706,46500.0,100,46420.0,400
 , , ,46501.0,700,46418.0,1400
 , , ,46502.0,4800,46416.0,900
 , , ,46579.0,100,46415.0,400
 , , ,46600.0,200,46414.0,300
, 撤单,8439,B,46409,100
,选择报单,1,46480,46460.0,46460,0
,挂单,8442,A,46480.0,100
,挂单,8438,A,46509.0,100
,挂单,8443,B,46460.0,100
,挂单,8441,B,46459.0,100
, 成交,8441,B,46459,100
, 成交,8443,B,46460,100
,TradePnl,100.0,PosPnl,-8200.0,TotalPnl,-8100.0
,AggPnl,-12100.0,Reward,-81.0
 
20200226,34629000,93709,46420.0,400,46418.0,1400
 , , ,46500.0,1000,46416.0,900
 , , ,46501.0,700,46415.0,400
 , , ,46502.0,4800,46411.0,100
 , , ,46579.0,100,46401.0,1000
, 撤单,8438,A,46509,100
,选择报单,6,46429,46419.0,46379,200
,挂单,8444,A,46429.0,100
,挂单,8442,A,46480.0,100
,挂单,8445,B,46379.0,100
, 成交,8444,A,46429,100
, 成交,8442,A,46480,100
,TradePnl,7100.0,PosPnl,0.0,TotalPnl,7100.0
,AggPnl,7100.0,Reward,71.0
 
20200226,34632000,93712,46500.0,1400,46420.0,100
 , , ,46501.0,800,46418.0,1500
 , , ,46502.0,4800,46416.0,900
 , , ,46579.0,100,46415.0,400
 , , ,46600.0,300,46411.0,100
,选择报单,4,46460,46460.0,46440,0
,挂单,8446,A,46460.0,100
,挂单,8447,B,46440.0,100
,挂单,8445,B,46379.0,100
, 成交,8446,A,46460,100
,TradePnl,0.0,PosPnl,-4050.0,TotalPnl,-4050.0
,AggPnl,-4050.0,Reward,-40.5
 
20200226,34635000,93715,46501.0,700,46500.0,2400
 , , ,46502.0,4800,46420.0,200
 , , ,46579.0,100,46418.0,1200
 , , ,46600.0,300,46416.0,900
 , , ,46605.0,300,46415.0,300
, 撤单,8445,B,46379,100
,选择报单,4,46500,46500.5,46480,-100
,挂单,8448,A,46500.0,100
,挂单,8449,B,46480.0,100
,挂单,8447,B,46440.0,100
, 成交,8448,A,46500,100
, 成交,8447,B,46440,100
, 成交,8449,B,46480,100
,TradePnl,8050.0,PosPnl,-0.0,TotalPnl,8050.0
,AggPnl,8050.0,Reward,80.5
 
20200226,34638000,93718,46501.0,300,46421.0,500
 , , ,46502.0,3600,46420.0,622
 , , ,46579.0,100,46418.0,1200
 , , ,46600.0,300,46416.0,900
 , , ,46605.0,300,46415.0,400
,选择报单,8,46511,46461.0,46411,0
,挂单,8450,A,46511.0,100
,挂单,8451,B,46411.0,100
,TradePnl,0.0,PosPnl,0.0,TotalPnl,0.0
,AggPnl,0.0,Reward,0.0
 
20200226,34641000,93721,46500.0,100,46422.0,1300
 , , ,46501.0,300,46421.0,700
 , , ,46502.0,3600,46420.0,622
 , , ,46579.0,100,46419.0,100
 , , ,46600.0,300,46418.0,1200
,选择报单,6,46471,46461.0,46421,0
,挂单,8452,A,46471.0,100
,挂单,8450,A,46511.0,100
,挂单,8453,B,46421.0,100
,挂单,8451,B,46411.0,100
, 成交,8452,A,46471,100
,TradePnl,1000.0,PosPnl,-4050.0,TotalPnl,-3050.0
,AggPnl,-3050.0,Reward,-30.5
 
20200226,34644000,93724,46502.0,3600,46501.0,600
 , , ,46579.0,100,46422.0,1400
 , , ,46600.0,300,46421.0,800
 , , ,46605.0,300,46420.0,400
 , , ,46687.0,100,46419.0,600
, 撤单,8451,B,46411,100
,选择报单,2,46521,46501.5,46481,-100
,挂单,8450,A,46511.0,100
,挂单,8454,A,46521.0,100
,挂单,8455,B,46481.0,100
,挂单,8453,B,46421.0,100
,TradePnl,0.0,PosPnl,-0.0,TotalPnl,0.0
,AggPnl,0.0,Reward,0.0
 
20200226,34647000,93727,46502.0,3600,46501.0,100
 , , ,46579.0,100,46424.0,100
 , , ,46600.0,300,46423.0,100
 , , ,46605.0,300,46422.0,1300
 , , ,46687.0,100,46421.0,600
, 撤单,8454,A,46521,100
, 撤单,8453,B,46421,100
,选择报单,1,46521,46501.5,46481,0
,挂单,8450,A,46511.0,100
,挂单,8456,A,46521.0,100
,挂单,8455,B,46481.0,100
, 成交,8455,B,46481,100
,TradePnl,2050.0,PosPnl,-3650.0,TotalPnl,-1600.0
,AggPnl,-1650.0,Reward,-16.0
 
20200226,34650000,93730,46500.0,100,46430.0,100
 , , ,46502.0,3500,46423.0,100
 , , ,46579.0,100,46422.0,1300
 , , ,46600.0,300,46421.0,600
 , , ,46605.0,300,46420.0,500
, 撤单,8456,A,46521,100
,选择报单,2,46485,46465.0,46445,100
,挂单,8457,A,46485.0,100
,挂单,8450,A,46511.0,100
,挂单,8458,B,46445.0,100
, 成交,8457,A,46485,100
, 成交,8458,B,46445,100
,TradePnl,4000.0,PosPnl,-200.0,TotalPnl,3800.0
,AggPnl,3800.0,Reward,38.0
 
20200226,34653000,93733,46501.0,200,46425.0,200
 , , ,46502.0,3500,46423.0,200
 , , ,46579.0,100,46422.0,1200
 , , ,46600.0,300,46421.0,600
 , , ,46605.0,300,46420.0,500
,选择报单,3,46493,46463.0,46433,100
,挂单,8459,A,46493.0,100
