nActionDay,nTime,nPrice,nVolume
20200226,95319210,4640000,100
20200226,95319300,4640000,100
20200226,95319440,4640000,200
20200226,95320400,4640100,700
20200226,95320540,4640000,600
20200226,95324160,4640100,100
20200226,95324600,4640100,100
20200226,95325400,4640000,600
20200226,95326030,4640000,2133
20200226,95326030,4640000,100
20200226,95326030,4638000,100
20200226,95326030,4637700,100
20200226,95326770,4632000,100
20200226,95326770,4632000,100
20200226,95326770,4631500,100
20200226,95326770,4631500,100
20200226,95326770,4631300,100
20200226,95326770,4631200,100
20200226,95326770,4631200,100
20200226,95326770,4631200,100
20200226,95326770,4631200,100
20200226,95326770,4631200,200
20200226,95326770,4631100,100
20200226,95326770,4631100,100
20200226,95326770,4631100,100
20200226,95326770,4631000,200
20200226,95326770,4631000,100
20200226,95326770,4631000,200
20200226,95326770,4631000,100
20200226,95326770,4631000,100
20200226,95326770,4630800,200
20200226,95326770,4630800,100
20200226,95326770,4630500,100
20200226,95326770,4630500,100
20200226,95326770,4630300,100
20200226,95326770,4630300,100
20200226,95327680,4630200,100
20200226,95327680,4630100,300
20200226,95328040,4630800,100
20200226,95328040,4635000,1900
20200226,95332290,4630200,100
20200226,95332290,4630200,100
20200226,95333290,4635000,100
20200226,95333870,4630300,100
20200226,95333870,4630100,100
20200226,95334080,4635000,3300
20200226,95334790,4635000,100
20200226,95337720,4632200,100
20200226,95337720,4630400,400
20200226,95338220,4635000,100
20200226,95338360,4630400,100
20200226,95339430,4635000,100
20200226,95339430,4635000,100
20200226,95339730,4635000,100
20200226,95340070,4635000,100
20200226,95343060,4635000,10700
20200226,95343570,4632100,100
20200226,95345240,4632100,100
20200226,95345240,4630900,100
20200226,95345240,4630900,100
20200226,95345240,4630500,100
20200226,95345240,4630400,1100
20200226,95345590,4635000,100
20200226,95345640,4635000,100
20200226,95347760,4632100,100
20200226,95348240,4635000,100
20200226,95348800,4635000,100
20200226,95350060,4633000,100
20200226,95350710,4633000,100
20200226,95350760,4634500,100
20200226,95350760,4635000,1767
20200226,95353520,4635000,5833
20200226,95353520,4635000,67
20200226,95355980,4635000,33
20200226,95355980,4635000,100
20200226,95355980,4635000,67
20200226,95356430,4635000,33
20200226,95356430,4635000,67
20200226,95358100,4640000,200
20200226,95358990,4640000,100
20200226,95401660,4635000,133
20200226,95401660,4635000,100
20200226,95401660,4635000,200
20200226,95401660,4635000,100
20200226,95401660,4635000,67
20200226,95402270,4635000,33
20200226,95402270,4635000,67
20200226,95404130,4635000,100
20200226,95408360,4636000,100
20200226,95409710,4636000,100
20200226,95412100,4636100,100
20200226,95412100,4636000,100
20200226,95412100,4635100,100
20200226,95412100,4635000,33
20200226,95412100,4635000,67
20200226,95413910,4640000,100
20200226,95417060,4638800,100
20200226,95417060,4638800,100
20200226,95417420,4638800,100
20200226,95419130,4640000,100
20200226,95422410,4636000,100
20200226,95422410,4636000,100
20200226,95422940,4636000,300
20200226,95424510,4640000,100
20200226,95424970,4640000,100
20200226,95425140,4636100,100
20200226,95425600,4636000,100
20200226,95425710,4640000,100
20200226,95426310,4640000,100
20200226,95426510,4636000,100
20200226,95426830,4636000,100
20200226,95427210,4636000,100
20200226,95427210,4636000,100
20200226,95427210,4636000,100
20200226,95427210,4635200,200
20200226,95427210,4635100,100
20200226,95428170,4639900,200
20200226,95428170,4640000,100
20200226,95429330,4640000,100
20200226,95430060,4640000,100
20200226,95430630,4636100,100
20200226,95433740,4640100,100
20200226,95433830,4638000,100
20200226,95436160,4646400,100
20200226,95437150,4640000,100
20200226,95438360,4636200,100
20200226,95438640,4646400,100
20200226,95438930,4646400,100
20200226,95440150,4638000,100
20200226,95441350,4636100,100
20200226,95442690,4640100,100
20200226,95443010,4648400,400
20200226,95443310,4636100,100
20200226,95443730,4636000,100
20200226,95443730,4636000,100
20200226,95444910,4636600,100
20200226,95444910,4635100,100
20200226,95444910,4635100,100
20200226,95444930,4646400,100
20200226,95445950,4646400,100
20200226,95446000,4636500,100
20200226,95446890,4636500,100
20200226,95448150,4635100,100
20200226,95448420,4647900,100
20200226,95448920,4635100,100
20200226,95449430,4635100,200
20200226,95453020,4635100,100
20200226,95453730,4635100,100
20200226,95453730,4635100,100
20200226,95454260,4635100,400
20200226,95454260,4635100,100
20200226,95454260,4635100,200
20200226,95454260,4635100,100
20200226,95454470,4647800,100
20200226,95455370,4647900,500
20200226,95457080,4640000,100
20200226,95457080,4635600,100
20200226,95457080,4635100,100
20200226,95457080,4635000,500
20200226,95457220,4635000,100
20200226,95457900,4647400,93
20200226,95457900,4647400,100
20200226,95457900,4647500,200
20200226,95457900,4647700,200
20200226,95457900,4647900,200
20200226,95457900,4647900,7
20200226,95458190,4635600,100
20200226,95458190,4635000,200
20200226,95458960,4635300,100
20200226,95458960,4635100,100
20200226,95500640,4640000,300
20200226,95502100,4640000,100
20200226,95504160,4640000,200
20200226,95506840,4640000,100
20200226,95507640,4640000,100
20200226,95511570,4640000,100
20200226,95511570,4640000,100
20200226,95512010,4638000,100
20200226,95512700,4636200,100
20200226,95512760,4636100,200
20200226,95512950,4647400,100
20200226,95513330,4635500,100
20200226,95515310,4635500,100
20200226,95515600,4639900,100
20200226,95520200,4639900,100
20200226,95520200,4639900,100
20200226,95520410,4640000,100
20200226,95520440,4647000,100
20200226,95521690,4639900,100
20200226,95523660,4647000,100
20200226,95524610,4645900,100
20200226,95524650,4645900,100
20200226,95527570,4645900,100
20200226,95528310,4645900,200
20200226,95528680,4640000,100
20200226,95530590,4645900,100
20200226,95534550,4642000,1400
20200226,95535330,4645800,100
20200226,95537680,4645900,100
20200226,95538860,4642300,100
20200226,95540440,4642000,100
20200226,95540440,4640000,100
20200226,95540770,4646400,100
20200226,95541040,4642000,100
20200226,95541780,4640000,100
20200226,95542680,4640000,100
20200226,95542710,4640000,100
20200226,95542710,4640000,100
20200226,95543590,4639900,100
20200226,95545510,4640000,100
20200226,95545620,4639900,100
20200226,95545690,4639900,200
20200226,95545690,4639900,100
20200226,95546280,4639900,100
20200226,95546280,4639900,200
20200226,95546280,4642000,100
20200226,95546280,4642000,100
20200226,95546280,4645800,100
20200226,95546760,4645900,100
20200226,95547430,4645900,200
20200226,95547820,4645900,100
20200226,95550090,4640000,100
20200226,95550760,4645900,200
20200226,95551460,4645900,100
20200226,95551460,4642000,100
20200226,95552210,4645900,100
20200226,95554480,4645900,100
20200226,95554980,4642000,100
20200226,95556700,4642000,100
20200226,95557250,4641000,200
20200226,95557320,4641000,1700
20200226,95557320,4640000,100
20200226,95557320,4640000,100
20200226,95557320,4640000,100
20200226,95557320,4640000,100
20200226,95557740,4640000,200
20200226,95558520,4639900,100
20200226,95558520,4640000,100
20200226,95559790,4636700,100
20200226,95559790,4636300,100
20200226,95600080,4636300,100
20200226,95600080,4636100,100
20200226,95600710,4636100,100
20200226,95603020,4640000,600
20200226,95604570,4636100,400
20200226,95604570,4636100,100
20200226,95606020,4640000,100
20200226,95610140,4635200,100
20200226,95611280,4635200,100
20200226,95611750,4640000,100
20200226,95612610,4635100,100
20200226,95612610,4635100,100
20200226,95612700,4640000,8900
20200226,95612700,4640000,100
20200226,95612700,4640000,8900
20200226,95615590,4640000,100
20200226,95616850,4640000,3500
20200226,95616850,4640000,100
20200226,95617020,4640000,200
20200226,95618500,4640000,100
20200226,95618940,4645000,100
20200226,95619150,4645000,100
20200226,95619150,4645000,100
20200226,95619230,4640000,15200
20200226,95620180,4645000,100
20200226,95620340,4645000,100
20200226,95620360,4645000,100
20200226,95620480,4645000,100
20200226,95620720,4645000,100
20200226,95621340,4640000,200
20200226,95621650,4640000,1700
20200226,95626210,4640000,100
20200226,95626210,4640000,100
20200226,95626410,4644900,100
20200226,95626410,4645000,100
20200226,95626410,4645000,400
20200226,95627290,4645000,100
20200226,95627450,4645000,400
20200226,95628830,4645000,600
20200226,95629130,4645000,100
20200226,95629750,4645000,400
20200226,95629750,4640000,100
20200226,95629750,4640000,100
20200226,95629750,4640000,200
20200226,95629750,4640000,100
20200226,95629760,4637300,100
20200226,95639210,4640100,100
20200226,95639800,4640000,100
20200226,95639800,4640000,100
20200226,95639800,4640000,100
20200226,95639800,4640000,100
20200226,95640760,4645800,100
20200226,95643790,4640000,100
20200226,95643790,4645800,200
20200226,95643950,4636700,100
20200226,95644910,4645800,100
20200226,95650320,4645800,100
20200226,95650700,4645000,100
20200226,95652360,4645000,100
20200226,95653220,4645000,200
20200226,95653220,4645000,200
20200226,95654370,4637300,200
20200226,95654370,4637300,100
20200226,95654620,4645000,200
20200226,95655470,4637300,100
20200226,95657080,4638000,100
20200226,95657620,4645900,100
20200226,95659570,4645000,200
20200226,95700250,4640000,200
20200226,95700300,4639900,100
20200226,95700450,4640000,100
20200226,95700940,4638000,100
20200226,95701270,4640000,100
20200226,95701720,4638000,100
20200226,95701920,4638000,100
20200226,95703650,4640000,500
20200226,95709110,4637100,100
20200226,95709240,4639900,100
20200226,95709240,4640000,6400
20200226,95709630,4640000,100
20200226,95710270,4638000,100
20200226,95710720,4638000,300
20200226,95711610,4640000,100
20200226,95712820,4640000,100
20200226,95717290,4640000,3200
20200226,95718220,4640000,100
20200226,95718230,4640000,200
20200226,95718690,4640000,100
20200226,95719870,4640000,200
20200226,95721640,4640000,100
20200226,95722420,4640000,500
20200226,95722580,4639900,100
20200226,95722580,4639900,100
20200226,95724230,4639900,100
20200226,95724230,4639900,100
20200226,95724230,4638000,100
20200226,95724660,4640000,200
20200226,95724730,4638000,100
20200226,95725730,4640000,100
20200226,95725730,4640000,100
20200226,95725730,4640000,100
20200226,95726020,4640000,100
20200226,95732570,4645800,100
20200226,95735130,4645800,100
20200226,95735930,4645800,100
20200226,95737340,4645800,400
20200226,95737340,4645800,100
20200226,95737340,4640200,100
20200226,95739170,4645700,100
20200226,95739860,4645900,100
20200226,95742330,4640200,100
20200226,95744680,4645900,100
20200226,95745300,4645700,100
20200226,95745870,4645700,100
20200226,95747110,4640000,2100
20200226,95747110,4640000,300
20200226,95747110,4640000,100
20200226,95747110,4640000,100
20200226,95747110,4640000,100
20200226,95747110,4640000,1000
20200226,95747110,4640000,100
20200226,95747110,4638100,100
20200226,95747110,4638100,100
20200226,95747110,4638100,100
20200226,95747110,4638000,200
20200226,95747110,4638000,100
20200226,95748260,4638000,100
20200226,95749830,4638000,100
20200226,95750080,4638000,200
20200226,95750510,4637000,100
20200226,95751750,4638000,100
20200226,95753590,4638000,300
20200226,95754410,4638000,100
20200226,95755700,4637000,100
20200226,95756280,4637000,300
20200226,95756280,4637000,100
20200226,95756280,4637000,100
20200226,95756280,4637000,100
20200226,95756280,4636800,100
20200226,95756890,4638000,100
20200226,95757100,4638000,100
20200226,95757260,4638000,500
20200226,95758240,4638000,1200
20200226,95758670,4638000,5300
20200226,95759090,4640000,100
20200226,95759670,4637100,100
20200226,95801230,4638800,100
20200226,95801230,4638000,100
20200226,95801230,4638000,100
20200226,95801360,4637000,100
20200226,95804050,4638000,100
20200226,95804270,4637000,100
20200226,95805700,4636800,100
20200226,95806660,4636600,100
20200226,95807150,4636000,200
20200226,95808140,4636500,100
20200226,95808210,4636500,100
20200226,95809250,4636000,100
20200226,95809250,4636000,100
20200226,95809880,4636000,100
20200226,95809880,4636000,100
20200226,95810580,4638000,100
20200226,95811020,4636000,100
20200226,95811020,4635200,100
20200226,95811020,4635200,300
20200226,95812420,4636200,100
20200226,95813360,4635200,100
20200226,95813360,4635200,100
20200226,95813360,4635100,100
20200226,95813360,4635100,200
20200226,95813630,4636800,100
20200226,95813700,4636200,100
20200226,95816510,4635100,100
20200226,95816510,4635100,100
20200226,95816540,4635900,200
20200226,95817180,4635100,100
20200226,95818120,4635100,100
20200226,95818120,4635000,900
20200226,95818320,4636200,100
20200226,95818880,4636800,100
20200226,95821450,4636800,200
20200226,95821620,4636800,300
20200226,95821620,4635100,100
20200226,95821620,4635000,2328
20200226,95822640,4635000,100
20200226,95822680,4635000,100
20200226,95823690,4635000,100
20200226,95824640,4635000,400
20200226,95826180,4635000,200
20200226,95826690,4636800,300
20200226,95827150,4636800,300
20200226,95828500,4639000,100
20200226,95830060,4636800,100
20200226,95832020,4636800,100
20200226,95833030,4639900,100
20200226,95833480,4639000,100
20200226,95834710,4639000,100
20200226,95834800,4636800,100
20200226,95834830,4636800,100
20200226,95835930,4639000,100
20200226,95835930,4639000,100
20200226,95837330,4636800,100
20200226,95837850,4639000,100
20200226,95837850,4639000,100
20200226,95837850,4639000,100
20200226,95837850,4640000,100
20200226,95837850,4640000,100
20200226,95838300,4636800,100
20200226,95838870,4639000,100
20200226,95840040,4639900,100
20200226,95840040,4639000,100
20200226,95841780,4639000,100
20200226,95841810,4639000,100
20200226,95841970,4640000,100
20200226,95844410,4640000,100
20200226,95847630,4640000,100
20200226,95849280,4640200,100
20200226,95849280,4640200,100
20200226,95849280,4640200,100
20200226,95849280,4640200,100
20200226,95849280,4646800,100
20200226,95849280,4646800,100
20200226,95849450,4646800,500
20200226,95850240,4646800,100
20200226,95851620,4646800,100
20200226,95851620,4646800,100
20200226,95851620,4646800,300
20200226,95851690,4646800,1400
20200226,95851700,4646800,1600
20200226,95851700,4646800,200
20200226,95853200,4646800,100
20200226,95853690,4640200,100
20200226,95853690,4640000,200
20200226,95853710,4640000,100
20200226,95855760,4640200,100
20200226,95855760,4640000,100
20200226,95857160,4640200,100
20200226,95857160,4640000,100
20200226,95857220,4646700,100
20200226,95857220,4640000,100
20200226,95857290,4640000,300
20200226,95857290,4640000,100
20200226,95857290,4640000,200
20200226,95858460,4646800,100
20200226,95900450,4646800,100
20200226,95903050,4640200,100
20200226,95903050,4640200,100
20200226,95903660,4645800,100
20200226,95905220,4640200,100
20200226,95905760,4640200,100
20200226,95905760,4640000,200
20200226,95908010,4641000,100
20200226,95909360,4641000,200
20200226,95912230,4641000,100
20200226,95912300,4646800,100
20200226,95913090,4641000,500
20200226,95913090,4641000,100
20200226,95913090,4640300,200
20200226,95916400,4646800,100
20200226,95916780,4646800,200
20200226,95918170,4641000,100
20200226,95921120,4646800,100
20200226,95922240,4646800,100
20200226,95922790,4646800,400
20200226,95923830,4645800,100
20200226,95923830,4645800,100
20200226,95924100,4641000,100
20200226,95924100,4641000,100
20200226,95924360,4646700,100
20200226,95924360,4646800,100
20200226,95924530,4646800,100
20200226,95925040,4646700,100
20200226,95926050,4646800,100
20200226,95927750,4640200,100
20200226,95928330,4646800,100
20200226,95930600,4646700,100
20200226,95930620,4646700,100
20200226,95931430,4646700,100
20200226,95931600,4641100,100
20200226,95931600,4640000,100
20200226,95932830,4646800,400
20200226,95933620,4646700,100
20200226,95934120,4639900,100
20200226,95934800,4646700,100
20200226,95934800,4646800,300
20200226,95934800,4646800,100
20200226,95936510,4640000,100
20200226,95936510,4639900,100
20200226,95936510,4639900,100
20200226,95936920,4639900,100
20200226,95937070,4639500,100
20200226,95939900,4641000,100
20200226,95940520,4640000,100
20200226,95940830,4646800,200
20200226,95940830,4646800,100
20200226,95941950,4647000,100
20200226,95942640,4646800,100
20200226,95942660,4646800,100
20200226,95943480,4646800,100
20200226,95943480,4639000,200
20200226,95943480,4639000,100
20200226,95943960,4646800,100
20200226,95943960,4646800,100
20200226,95944460,4646900,100
20200226,95944460,4647000,100
20200226,95944460,4647000,200
20200226,95944460,4647000,200
20200226,95945460,4646800,100
20200226,95946040,4640100,100
20200226,95946450,4640100,100
20200226,95946640,4639000,100
20200226,95948720,4640000,100
20200226,95949130,4640100,100
20200226,95952630,4640000,200
20200226,95953750,4640000,100
20200226,95953760,4640000,100
20200226,95953820,4639000,100
20200226,95954680,4639000,100
20200226,95955790,4639000,100
20200226,95957500,4637100,100
20200226,95957850,4636800,100
20200226,95958360,4643800,200
20200226,95958440,4639000,100
20200226,100000710,4637200,100
20200226,100001080,4637200,100
20200226,100002240,4637200,100
20200226,100002550,4644500,100
20200226,100002550,4644600,100
20200226,100003760,4637200,100
20200226,100005570,4637200,100
20200226,100006590,4637200,100
20200226,100006960,4637200,100
20200226,100010600,4637200,100
20200226,100012130,4640000,100
20200226,100012680,4637900,100
20200226,100013480,4636800,100
20200226,100013480,4636200,100
20200226,100013480,4635900,100
20200226,100013480,4635600,100
20200226,100013480,4635100,100
20200226,100013480,4635100,100
20200226,100013480,4635100,100
20200226,100013480,4635100,100
20200226,100013480,4635100,200
20200226,100013480,4635100,200
20200226,100013480,4635000,5
20200226,100013480,4635000,100
20200226,100013480,4635000,2000
20200226,100013480,4635000,1000
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,300
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,300
20200226,100013480,4635000,200
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,300
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013480,4635000,100
20200226,100013490,4635000,300
20200226,100013740,4635000,100
20200226,100015680,4634000,100
20200226,100015680,4634000,100
20200226,100015720,4633600,100
20200226,100015770,4633500,100
20200226,100018630,4633500,100
20200226,100018640,4633500,800
20200226,100018980,4633500,100
20200226,100019230,4633100,100
20200226,100019760,4633000,100
20200226,100019870,4633500,100
20200226,100021100,4633500,100
20200226,100022280,4633500,100
20200226,100022280,4633500,100
20200226,100022350,4632000,100
20200226,100022350,4631800,100
20200226,100022820,4631500,100
20200226,100025390,4633500,300
20200226,100025390,4633500,100
20200226,100025390,4633500,100
20200226,100025420,4635000,100
20200226,100025680,4635000,100
20200226,100026680,4633500,200
20200226,100027650,4633500,100
20200226,100027660,4633500,100
20200226,100027660,4633500,100
20200226,100027680,4633500,200
20200226,100027690,4633500,100
20200226,100028400,4633500,100
20200226,100030740,4633500,100
20200226,100030740,4633500,100
20200226,100030740,4631500,100
20200226,100030740,4631500,300
20200226,100030740,4631500,100
20200226,100030740,4631500,100
20200226,100032610,4634900,100
20200226,100032610,4635000,600
20200226,100032780,4633500,100
20200226,100032780,4633500,100
20200226,100032780,4631000,100
20200226,100032780,4631000,100
20200226,100032780,4630900,100
20200226,100032780,4630800,100
20200226,100032780,4630800,100
20200226,100032780,4630500,200
20200226,100032780,4630500,100
20200226,100032780,4630500,200
20200226,100032780,4630500,800
20200226,100032960,4630600,200
20200226,100037470,4633500,100
20200226,100038340,4633500,100
20200226,100038910,4633500,100
20200226,100038910,4631300,100
20200226,100039840,4634000,200
20200226,100040550,4634000,100
20200226,100041290,4634000,100
20200226,100042190,4631300,100
20200226,100042190,4631300,100
20200226,100042190,4631300,300
20200226,100042910,4635000,200
20200226,100045180,4633000,100
20200226,100045600,4635000,100
20200226,100049260,4635000,100
20200226,100050590,4631400,100
20200226,100050620,4635000,600
20200226,100050960,4635000,100
20200226,100051100,4631300,100
20200226,100051100,4630600,100
20200226,100051110,4635000,100
20200226,100051380,4632000,200
20200226,100051390,4631300,100
20200226,100052230,4631400,100
20200226,100053770,4630700,100
20200226,100053770,4630700,100
20200226,100054590,4631300,100
20200226,100054600,4631300,100
20200226,100055030,4635000,8100
20200226,100055100,4631200,100
20200226,100055940,4632000,200
20200226,100055940,4631200,100
20200226,100056530,4631000,100
20200226,100056530,4630700,100
20200226,100056530,4630700,100
20200226,100056530,4630600,100
20200226,100056530,4630600,300
20200226,100057490,4630600,100
20200226,100057640,4635000,500
20200226,100058160,4631300,100
20200226,100059120,4631700,100
20200226,100100600,4633000,100
20200226,100101120,4631300,100
20200226,100101120,4631300,200
20200226,100101120,4631300,200
20200226,100101120,4631000,200
20200226,100101500,4631000,100
20200226,100101500,4630700,100
20200226,100101500,4630600,600
20200226,100101500,4630500,1400
20200226,100102380,4635000,800
20200226,100102600,4631300,100
20200226,100102600,4631000,100
20200226,100102600,4630500,800
20200226,100102840,4630600,100
20200226,100103760,4630800,100
20200226,100103760,4630500,100
20200226,100103890,4635000,166
20200226,100103890,4635000,100
20200226,100103890,4635000,200
20200226,100103890,4635000,34
20200226,100106320,4633000,100
20200226,100108240,4633000,100
20200226,100108240,4630500,100
20200226,100109770,4635000,66
20200226,100109770,4635000,334
20200226,100112140,4635000,100
20200226,100112170,4635000,100
20200226,100112710,4635000,66
20200226,100112710,4635000,34
20200226,100112740,4635000,66
20200226,100112900,4635000,34
20200226,100112900,4631000,166
20200226,100112930,4631000,100
20200226,100116130,4635000,100
20200226,100116130,4631000,100
20200226,100117180,4633000,200
20200226,100117280,4633000,100
20200226,100117280,4633000,100
20200226,100117340,4633000,100
20200226,100117340,4635000,200
20200226,100117600,4635000,100
20200226,100117960,4631000,100
20200226,100120540,4635000,100
20200226,100121280,4633000,100
20200226,100121400,4633000,100
20200226,100121710,4633000,100
20200226,100121840,4635300,100
20200226,100121920,4635300,100
20200226,100121920,4635300,100
20200226,100122700,4640000,400
20200226,100127040,4635300,100
20200226,100127360,4640000,100
20200226,100127830,4635300,100
20200226,100127830,4635300,100
20200226,100127830,4635300,100
20200226,100127830,4635000,100
20200226,100127830,4635000,100
20200226,100127830,4631000,100
20200226,100127930,4631000,100
20200226,100133430,4635000,200
20200226,100135500,4635000,200
20200226,100135500,4634900,200
20200226,100135890,4631100,100
20200226,100136640,4634700,200
20200226,100138330,4633000,100
20200226,100138370,4631000,334
20200226,100138370,4631000,3000
20200226,100138370,4631000,100
20200226,100138370,4631000,200
20200226,100138370,4631000,100
20200226,100138370,4631000,100
20200226,100138370,4631000,66
20200226,100138710,4631000,34
20200226,100138710,4631000,100
20200226,100138710,4630800,66
20200226,100140010,4634700,900
20200226,100140050,4631100,100
20200226,100140230,4631100,100
20200226,100140470,4639600,100
20200226,100140470,4639700,500
20200226,100140470,4639700,100
20200226,100140470,4640000,100
20200226,100140470,4640000,200
20200226,100142880,4633000,100
20200226,100142880,4631200,100
20200226,100143190,4639700,100
20200226,100144700,4639800,100
20200226,100147450,4634700,100
20200226,100147990,4634700,100
20200226,100149720,4634700,100
20200226,100150360,4639900,100
20200226,100150470,4640000,1000
20200226,100152110,4640000,200
20200226,100152850,4640000,5300
20200226,100152850,4639900,100
20200226,100152850,4632500,100
20200226,100153880,4634700,100
20200226,100153880,4631200,100
20200226,100154990,4640000,100
20200226,100157160,4640000,100
20200226,100157160,4640000,500
20200226,100200600,4635000,100
20200226,100200790,4633300,100
20200226,100203080,4635000,100
20200226,100203730,4634800,100
20200226,100203740,4631200,100
20200226,100203930,4635000,100
20200226,100205930,4631200,100
20200226,100209740,4640000,2500
20200226,100214720,4640000,100
20200226,100215650,4639700,100
20200226,100218190,4632000,100
20200226,100218850,4632000,100
20200226,100218850,4631200,100
20200226,100218940,4639900,100
20200226,100222470,4632000,100
20200226,100223940,4639900,100
20200226,100224050,4639900,100
20200226,100224050,4639900,100
20200226,100224370,4640000,300
20200226,100227430,4639900,100
20200226,100232720,4639900,100
20200226,100232800,4635000,100
20200226,100233570,4639900,100
20200226,100236180,4639900,100
20200226,100239500,4639900,200
20200226,100240640,4639900,100
20200226,100240640,4639900,100
20200226,100243830,4637800,100
20200226,100244380,4639900,200
20200226,100245330,4640000,100
20200226,100247100,4640000,100
20200226,100247500,4640000,100
20200226,100248010,4639900,100
20200226,100249480,4637800,100
20200226,100250720,4637800,100
20200226,100250720,4637800,100
20200226,100250720,4637800,100
20200226,100253010,4637800,3000
20200226,100253200,4637800,100
20200226,100253560,4637800,100
20200226,100253780,4637800,200
20200226,100256540,4635000,100
20200226,100257590,4637800,100
20200226,100300480,4635100,100
20200226,100300840,4637800,1100
20200226,100302530,4635100,100
20200226,100302530,4635000,100
20200226,100302530,4632000,100
20200226,100302540,4637800,200
20200226,100302540,4637800,100
20200226,100302540,4637800,300
20200226,100303340,4632000,100
20200226,100303370,4637800,100
20200226,100303370,4637800,1100
20200226,100303890,4637800,100
20200226,100304030,4637800,200
20200226,100306620,4637800,100
20200226,100308930,4637800,100
20200226,100314870,4637800,2
20200226,100315750,4639800,100
20200226,100317710,4639800,100
20200226,100317710,4637800,98
20200226,100317710,4637800,2
20200226,100318790,4639800,100
20200226,100320570,4637800,98
20200226,100321610,4637800,100
20200226,100321740,4637800,100
20200226,100321760,4637800,2
20200226,100321850,4639900,100
20200226,100323900,4637800,100
20200226,100324730,4637800,98
20200226,100324730,4637800,100
20200226,100324730,4636400,2
20200226,100327880,4637800,100
20200226,100329580,4637800,100
20200226,100329870,4637800,100
20200226,100330740,4637800,100
20200226,100331480,4637800,100
20200226,100331520,4639800,100
20200226,100333100,4637800,100
20200226,100333140,4639800,100
20200226,100334420,4639800,100
20200226,100335660,4637800,100
20200226,100336850,4636400,100
20200226,100337660,4636400,198
20200226,100337660,4636400,100
20200226,100337660,4636000,300
20200226,100337660,4635000,100
20200226,100337660,4632200,300
20200226,100337660,4632200,2
20200226,100340630,4640000,200
20200226,100340920,4640000,200
20200226,100340920,4640000,100
20200226,100340920,4640000,100
20200226,100340920,4640000,200
20200226,100340920,4640000,100
20200226,100342640,4640000,100
20200226,100342680,4640000,100
20200226,100343870,4632300,100
20200226,100345020,4636400,100
20200226,100345020,4640000,100
20200226,100347510,4640000,100
20200226,100348640,4640500,100
20200226,100348720,4640000,100
20200226,100349210,4640500,100
20200226,100353500,4640500,100
20200226,100356680,4640000,100
20200226,100358980,4640500,100
20200226,100401730,4643900,100
20200226,100401800,4640000,100
20200226,100402560,4640000,100
20200226,100404270,4632500,200
20200226,100404270,4632400,100
20200226,100404850,4643800,100
20200226,100410020,4643900,100
20200226,100410500,4644300,100
20200226,100412870,4644400,100
20200226,100414380,4644300,100
20200226,100414470,4644300,100
20200226,100414470,4643900,100
20200226,100414520,4643900,100
20200226,100414620,4644400,100
20200226,100415650,4644500,100
20200226,100415650,4644500,100
20200226,100415760,4644500,100
20200226,100416980,4644400,100
20200226,100417190,4644400,100
20200226,100418470,4644300,100
20200226,100421000,4647700,100
20200226,100421690,4647700,100
20200226,100421800,4644600,100
20200226,100423720,4647700,93
20200226,100424570,4647700,7
20200226,100424740,4644400,93
20200226,100425080,4650000,200
20200226,100427260,4647700,7
20200226,100428700,4644600,100
20200226,100428840,4644600,293
20200226,100428840,4650000,1107
20200226,100431560,4650000,693
20200226,100431560,4650000,100
20200226,100431560,4650000,100
20200226,100433270,4650000,100
20200226,100439580,4650000,100
20200226,100439660,4655600,100
20200226,100439670,4655600,100
20200226,100440200,4656600,100
20200226,100443060,4656700,100
20200226,100443060,4658000,100
20200226,100445700,4657900,100
20200226,100446050,4656700,100
20200226,100446790,4656700,100
20200226,100446790,4656700,100
20200226,100447570,4657900,100
20200226,100448100,4650100,100
20200226,100448880,4650000,100
20200226,100454430,4650000,100
20200226,100457130,4650100,100
20200226,100457130,4650000,207
20200226,100457130,4650000,100
20200226,100457130,4650000,100
20200226,100457130,4650000,93
20200226,100457670,4650000,7
20200226,100457670,4650000,100
20200226,100457670,4650000,200
20200226,100457670,4650000,93
20200226,100457680,4650000,7
20200226,100457680,4650000,100
20200226,100457680,4650000,93
20200226,100459760,4656700,100
20200226,100501150,4651000,100
20200226,100501450,4650100,100
20200226,100502080,4656700,200
20200226,100502400,4651000,100
20200226,100503550,4651000,100
20200226,100505150,4658000,100
20200226,100508050,4656700,200
20200226,100514690,4654900,100
20200226,100514690,4654900,100
20200226,100515410,4654900,200
20200226,100515860,4654900,200
20200226,100515870,4654900,100
20200226,100517060,4650000,100
20200226,100517680,4651000,100
20200226,100519990,4655000,100
20200226,100521390,4655000,200
20200226,100522350,4655000,100
20200226,100524260,4650000,100
