trading_day,time,ap1,ap2,ap3,ap4,ap5,av1,av2,av3,av4,av5,bp1,bp2,bp3,bp4,bp5,bv1,bv2,bv3,bv4,bv5
20200226,93000000,4660000.0,4664400.0,4670000.0,4675000.0,4675200.0,200,100,2900,1700,100,4654600.0,4653800.0,4652100.0,4651100.0,4651000.0,200,100,200,300,100
20200226,93003000,4660000.0,4664400.0,4665400.0,4665700.0,4667000.0,8948,400,200,200,200,4653800.0,4651000.0,4650700.0,4650500.0,4650400.0,100,200,500,1000,100
20200226,93006000,4659900.0,4660000.0,4664300.0,4664400.0,4665700.0,2200,5948,100,400,200,4655000.0,4653800.0,4652800.0,4652100.0,4651200.0,200,100,100,100,200
20200226,93009000,4654900.0,4659800.0,4660000.0,4664300.0,4664400.0,1600,1300,5948,100,400,4652800.0,4652000.0,4651200.0,4651000.0,4650500.0,100,1000,200,100,1000
20200226,93012000,4655000.0,4659800.0,4660000.0,4664300.0,4664400.0,500,1300,5648,200,100,4653800.0,4653000.0,4652800.0,4652000.0,4651200.0,100,100,100,800,200
20200226,93015000,4655000.0,4655900.0,4656800.0,4659800.0,4660000.0,200,200,200,1300,5648,4654600.0,4652800.0,4652000.0,4651200.0,4651000.0,200,100,800,200,100
20200226,93018000,4656800.0,4660000.0,4664300.0,4664400.0,4669500.0,100,5648,200,100,200,4655000.0,4654900.0,4654700.0,4654600.0,4652800.0,300,200,300,400,100
20200226,93021000,4654800.0,4654900.0,4659900.0,4660000.0,4664300.0,200,900,100,5648,200,4654600.0,4652000.0,4651200.0,4651000.0,4650500.0,400,800,200,100,1000
20200226,93024000,4654100.0,4656700.0,4660000.0,4664300.0,4664400.0,500,100,5648,200,100,4653900.0,4652000.0,4651400.0,4651200.0,4651000.0,400,800,100,200,100
20200226,93027000,4653900.0,4654700.0,4656700.0,4660000.0,4664300.0,1900,4360,100,5648,200,4652000.0,4651400.0,4651200.0,4651000.0,4650500.0,800,100,200,100,1000
20200226,93030000,4652000.0,4653800.0,4654700.0,4656700.0,4660000.0,300,1421,4360,100,5648,4651800.0,4651400.0,4651200.0,4651000.0,4650500.0,100,100,200,700,1000
20200226,93033000,4651400.0,4656700.0,4660000.0,4664300.0,4664400.0,800,100,5548,200,100,4651200.0,4651000.0,4650500.0,4650400.0,4650200.0,200,1700,1000,100,1200
20200226,93036000,4656700.0,4660000.0,4664300.0,4664400.0,4669500.0,100,5148,200,100,200,4652000.0,4651400.0,4651300.0,4651200.0,4651000.0,800,500,400,300,1700
20200226,93039000,4660000.0,4664300.0,4664400.0,4669500.0,4669900.0,5148,200,100,200,200,4652000.0,4651400.0,4651300.0,4651200.0,4651000.0,700,500,300,400,1800
20200226,93042000,4660000.0,4664300.0,4664400.0,4669500.0,4669900.0,5148,200,100,200,200,4653700.0,4652100.0,4652000.0,4651500.0,4651400.0,700,200,300,100,500
20200226,93045000,4659900.0,4660000.0,4664300.0,4664400.0,4669500.0,3760,4848,200,100,200,4656700.0,4653800.0,4653700.0,4652100.0,4652000.0,100,600,200,200,700
20200226,93048000,4660000.0,4664300.0,4664400.0,4669500.0,4669900.0,4148,100,100,200,200,4652100.0,4652000.0,4651500.0,4651400.0,4651200.0,500,2000,100,1300,400
20200226,93051000,4660000.0,4664300.0,4664400.0,4669500.0,4669900.0,2908,100,100,200,200,4653900.0,4653700.0,4652200.0,4652000.0,4651500.0,100,100,100,1900,100
20200226,93054000,4660000.0,4664300.0,4664400.0,4670000.0,4674500.0,2408,100,100,1400,100,4654000.0,4653900.0,4653700.0,4653000.0,4652000.0,200,100,100,100,2500
20200226,93057000,4664300.0,4664400.0,4670000.0,4674500.0,4679500.0,100,100,1400,100,200,4660100.0,4660000.0,4655000.0,4654200.0,4653900.0,600,1692,100,200,200
20200226,93100000,4670000.0,4674500.0,4679500.0,4679700.0,4679900.0,1400,100,200,100,6500,4660600.0,4660500.0,4660200.0,4660000.0,4656800.0,900,100,100,3492,100
20200226,93103000,4674500.0,4679500.0,4679700.0,4679900.0,4680000.0,100,200,100,6500,6100,4664300.0,4660700.0,4660600.0,4660500.0,4660200.0,600,100,1100,100,100
20200226,93106000,4674400.0,4679500.0,4679700.0,4679900.0,4680000.0,500,200,100,6500,6100,4660800.0,4660700.0,4660600.0,4660500.0,4660200.0,500,100,400,100,200
20200226,93109000,4660900.0,4661000.0,4669900.0,4679500.0,4679700.0,100,100,200,200,100,4660000.0,4656800.0,4655800.0,4655000.0,4654800.0,1392,100,100,400,100
20200226,93112000,4664300.0,4664400.0,4669900.0,4679500.0,4679700.0,100,100,200,200,100,4662000.0,4661000.0,4660000.0,4655800.0,4655500.0,400,200,592,100,100
20200226,93115000,4679500.0,4679700.0,4679900.0,4680000.0,4682100.0,200,100,6500,6100,200,4662100.0,4662000.0,4661000.0,4660900.0,4660000.0,100,300,200,2100,400
20200226,93118000,4665000.0,4679500.0,4679700.0,4679900.0,4680000.0,300,200,100,6500,6100,4662100.0,4662000.0,4660900.0,4660000.0,4659900.0,200,300,2200,1200,100
20200226,93121000,4679500.0,4679700.0,4679900.0,4680000.0,4682100.0,200,100,6500,6100,200,4665000.0,4664300.0,4662200.0,4662100.0,4662000.0,100,200,1400,200,300
20200226,93124000,4678300.0,4679900.0,4680000.0,4682100.0,4684600.0,1100,6500,6100,200,100,4664300.0,4662500.0,4662200.0,4662100.0,4662000.0,100,100,1400,400,300
20200226,93127000,4668700.0,4679900.0,4680000.0,4682100.0,4684600.0,300,6500,6100,200,100,4665000.0,4664400.0,4664300.0,4662500.0,4662200.0,200,100,400,100,1400
20200226,93130000,4679900.0,4680000.0,4682100.0,4684600.0,4688800.0,6500,6100,200,100,200,4665000.0,4664400.0,4664300.0,4662500.0,4662200.0,200,200,100,100,1400
20200226,93133000,4679900.0,4680000.0,4682100.0,4684600.0,4688800.0,6500,6100,200,100,200,4665100.0,4665000.0,4664400.0,4664300.0,4662500.0,300,700,200,300,100
20200226,93136000,4679800.0,4679900.0,4680000.0,4682100.0,4684600.0,100,6400,6100,200,100,4678300.0,4666000.0,4665400.0,4665300.0,4665200.0,800,500,100,100,300
20200226,93139000,4679700.0,4679800.0,4679900.0,4680000.0,4682100.0,100,100,6400,6100,200,4678300.0,4668700.0,4666000.0,4665400.0,4665300.0,300,300,500,100,100
20200226,93142000,4679700.0,4679800.0,4679900.0,4680000.0,4680600.0,200,100,6400,6100,100,4678400.0,4678300.0,4668700.0,4666000.0,4665400.0,100,300,300,700,100
20200226,93145000,4679800.0,4679900.0,4680000.0,4680600.0,4681500.0,200,6400,6100,100,100,4668700.0,4666000.0,4665400.0,4665200.0,4665100.0,500,800,100,500,400
20200226,93148000,4679800.0,4679900.0,4680000.0,4680600.0,4681500.0,100,6400,6100,100,100,4679700.0,4668700.0,4666000.0,4665400.0,4665200.0,100,600,800,100,500
20200226,93151000,4679800.0,4679900.0,4680000.0,4680600.0,4681500.0,300,6400,6100,100,100,4679700.0,4679500.0,4678400.0,4678300.0,4668700.0,300,100,200,100,600
20200226,93154000,4679900.0,4680000.0,4680600.0,4681500.0,4682100.0,6300,6100,100,100,200,4679700.0,4679500.0,4678300.0,4668700.0,4666000.0,169,100,100,600,800
20200226,93157000,4680000.0,4680600.0,4681500.0,4682100.0,4684600.0,6100,100,100,200,100,4679800.0,4679700.0,4679500.0,4678300.0,4668700.0,100,169,100,100,600
20200226,93200000,4679300.0,4680000.0,4680600.0,4681500.0,4682100.0,231,6200,100,100,200,4668700.0,4666000.0,4665400.0,4665200.0,4665100.0,600,700,100,400,200
20200226,93203000,4680000.0,4680600.0,4681500.0,4682100.0,4684600.0,6200,100,100,200,100,4670000.0,4668700.0,4666000.0,4665400.0,4665200.0,200,1169,700,100,100
20200226,93206000,4680000.0,4680600.0,4681500.0,4682100.0,4684600.0,5600,100,100,200,100,4671100.0,4670100.0,4670000.0,4668700.0,4666000.0,600,4400,500,669,700
20200226,93209000,4679700.0,4680000.0,4680600.0,4681500.0,4682100.0,100,5400,100,100,200,4678300.0,4671100.0,4670200.0,4670100.0,4670000.0,100,200,100,4300,300
20200226,93212000,4679900.0,4680000.0,4680600.0,4681500.0,4682100.0,100,5300,100,100,200,4671100.0,4670200.0,4670100.0,4670000.0,4668700.0,600,100,4300,300,669
20200226,93215000,4680000.0,4680600.0,4681500.0,4682100.0,4684600.0,5300,100,100,200,100,4679900.0,4670100.0,4670000.0,4669000.0,4668700.0,600,4300,300,100,669
20200226,93218000,4678300.0,4679400.0,4680000.0,4680600.0,4681500.0,400,800,5300,100,100,4670200.0,4670100.0,4670000.0,4669000.0,4668700.0,100,3900,300,100,669
20200226,93221000,4680000.0,4680600.0,4681500.0,4682100.0,4684600.0,5300,100,100,200,100,4670200.0,4670100.0,4670000.0,4669000.0,4668700.0,1800,3900,500,100,669
20200226,93224000,4679700.0,4679900.0,4680000.0,4680600.0,4681500.0,5000,100,1400,100,100,4671100.0,4670300.0,4670200.0,4670100.0,4670000.0,100,500,1400,3900,600
20200226,93227000,4679600.0,4679700.0,4679900.0,4680000.0,4680600.0,521,5000,100,1400,100,4670400.0,4670300.0,4670100.0,4670000.0,4669000.0,100,100,1700,600,100
20200226,93230000,4671100.0,4674600.0,4679600.0,4679700.0,4679900.0,100,1700,100,5000,100,4670400.0,4670100.0,4670000.0,4669000.0,4668700.0,200,1700,500,100,469
20200226,93233000,4674600.0,4679600.0,4679700.0,4679900.0,4680000.0,1600,100,5000,100,1200,4671100.0,4670400.0,4670100.0,4670000.0,4669000.0,100,200,1700,600,100
20200226,93236000,4674600.0,4675700.0,4679600.0,4679700.0,4679900.0,1800,100,100,5000,100,4670100.0,4670000.0,4669000.0,4668700.0,4666000.0,900,600,100,469,700
20200226,93239000,4671100.0,4674600.0,4675700.0,4679600.0,4679700.0,100,200,100,100,5000,4670000.0,4669000.0,4668700.0,4666000.0,4665800.0,100,100,469,700,1000
20200226,93242000,4669600.0,4671100.0,4674600.0,4675700.0,4679300.0,700,100,200,100,100,4668700.0,4666000.0,4665800.0,4665400.0,4665100.0,469,700,1000,100,200
20200226,93245000,4668200.0,4669600.0,4670000.0,4671100.0,4674600.0,531,600,100,100,900,4666000.0,4665800.0,4665400.0,4665100.0,4665000.0,500,1000,100,200,1500
20200226,93248000,4668200.0,4669600.0,4670000.0,4671100.0,4674600.0,31,100,200,100,1000,4665800.0,4665400.0,4665100.0,4665000.0,4664400.0,700,100,200,1500,100
20200226,93251000,4668200.0,4670000.0,4670400.0,4671100.0,4674600.0,31,200,200,100,1000,4665800.0,4665100.0,4665000.0,4664400.0,4664300.0,400,200,1500,100,100
20200226,93254000,4670000.0,4670100.0,4670400.0,4671100.0,4674600.0,31,200,200,100,1400,4665800.0,4665100.0,4665000.0,4664400.0,4664300.0,400,200,1500,100,100
20200226,93257000,4670000.0,4670100.0,4670400.0,4671100.0,4674600.0,31,200,200,100,1400,4665800.0,4665100.0,4665000.0,4664400.0,4664300.0,100,100,1500,100,100
20200226,93300000,4670100.0,4670400.0,4671100.0,4674600.0,4679300.0,131,200,100,1400,100,4668200.0,4665000.0,4664400.0,4664300.0,4662000.0,300,1500,100,100,300
20200226,93303000,4668800.0,4670100.0,4671100.0,4674600.0,4679300.0,200,131,100,1400,100,4668200.0,4665800.0,4665000.0,4664400.0,4664300.0,100,100,1500,100,100
20200226,93306000,4667700.0,4668800.0,4670100.0,4671100.0,4674600.0,500,100,131,100,1400,4665800.0,4665000.0,4664400.0,4664300.0,4662000.0,100,1600,100,100,300
20200226,93309000,4670100.0,4671100.0,4674600.0,4679300.0,4679600.0,131,100,800,100,200,4669000.0,4665000.0,4664400.0,4664300.0,4662000.0,100,1600,100,100,300
20200226,93312000,4669000.0,4670100.0,4671100.0,4672200.0,4674600.0,100,231,100,100,800,4665100.0,4665000.0,4664400.0,4664300.0,4662000.0,100,1200,100,100,300
20200226,93315000,4669000.0,4670100.0,4671100.0,4672200.0,4674600.0,100,231,100,100,800,4665000.0,4664400.0,4664300.0,4662000.0,4660500.0,1400,100,100,300,100
20200226,93318000,4665100.0,4670100.0,4671100.0,4672200.0,4674600.0,100,31,100,100,800,4665000.0,4664400.0,4664300.0,4662000.0,4660800.0,100,100,100,300,100
20200226,93321000,4670100.0,4679300.0,4679600.0,4679700.0,4679900.0,31,100,200,5000,100,4669000.0,4668800.0,4665100.0,4665000.0,4664400.0,100,200,600,700,100
20200226,93324000,4667700.0,4668800.0,4668900.0,4669000.0,4670100.0,500,200,700,100,231,4664400.0,4664300.0,4662000.0,4660800.0,4660500.0,100,100,200,100,100
20200226,93327000,4663900.0,4664400.0,4667600.0,4668800.0,4668900.0,1100,200,100,200,700,4663100.0,4662000.0,4660800.0,4660500.0,4660200.0,100,300,100,100,1000
20200226,93330000,4663900.0,4664400.0,4667600.0,4668800.0,4668900.0,1100,100,100,300,700,4660800.0,4660500.0,4660200.0,4660100.0,4660000.0,100,100,1000,100,5300
20200226,93333000,4660300.0,4660500.0,4663100.0,4664400.0,4665000.0,500,600,100,100,100,4660200.0,4660100.0,4660000.0,4659900.0,4655800.0,1000,100,5400,100,200
20200226,93336000,4663100.0,4664400.0,4665000.0,4665100.0,4665800.0,100,100,100,100,700,4660300.0,4660200.0,4660100.0,4660000.0,4659900.0,100,700,100,5300,100
20200226,93339000,4664400.0,4665000.0,4665100.0,4665800.0,4668800.0,100,100,100,700,300,4663900.0,4662000.0,4660300.0,4660200.0,4660100.0,500,200,1000,400,100
20200226,93342000,4663400.0,4664300.0,4664400.0,4665000.0,4665100.0,700,100,100,100,100,4663100.0,4662000.0,4660300.0,4660200.0,4660100.0,100,200,1200,300,100
20200226,93345000,4663400.0,4663900.0,4664300.0,4664600.0,4665000.0,400,100,100,100,100,4660300.0,4660200.0,4660100.0,4660000.0,4659900.0,1200,300,200,5500,100
20200226,93348000,4664600.0,4665000.0,4665100.0,4665800.0,4668800.0,100,100,100,700,300,4660300.0,4660200.0,4660100.0,4660000.0,4659900.0,1400,300,200,5500,100
20200226,93351000,4668800.0,4668900.0,4670000.0,4679300.0,4679600.0,300,700,200,100,200,4665500.0,4664600.0,4663900.0,4663500.0,4663400.0,700,100,100,100,100
20200226,93354000,4665000.0,4668800.0,4668900.0,4670000.0,4679300.0,900,100,700,200,100,4663100.0,4660400.0,4660300.0,4660200.0,4660100.0,100,1700,1300,300,300
20200226,93357000,4662600.0,4665000.0,4665500.0,4668800.0,4668900.0,500,200,100,100,700,4660400.0,4660300.0,4660200.0,4660100.0,4660000.0,1400,1300,300,200,5200
20200226,93400000,4663100.0,4664600.0,4665000.0,4665100.0,4665300.0,300,200,200,100,500,4660500.0,4660400.0,4660300.0,4660200.0,4660100.0,900,700,1300,1000,200
20200226,93403000,4664600.0,4665000.0,4665100.0,4665300.0,4665500.0,200,1100,100,500,100,4660800.0,4660600.0,4660500.0,4660400.0,4660300.0,100,100,500,900,500
20200226,93406000,4665000.0,4665100.0,4665300.0,4665500.0,4668800.0,1100,100,500,200,100,4662600.0,4660600.0,4660400.0,4660300.0,4660200.0,100,100,500,500,1000
20200226,93409000,4663100.0,4665000.0,4665100.0,4665500.0,4668800.0,3000,1100,100,200,100,4660500.0,4660400.0,4660300.0,4660200.0,4660100.0,100,500,500,1000,200
20200226,93412000,4663100.0,4665000.0,4665100.0,4665500.0,4668800.0,2900,1100,100,200,100,4661000.0,4660500.0,4660400.0,4660300.0,4660200.0,400,100,500,500,1000
20200226,93415000,4663100.0,4665000.0,4665100.0,4665500.0,4668800.0,900,1100,100,200,100,4660700.0,4660500.0,4660400.0,4660300.0,4660200.0,100,500,500,500,1000
20200226,93418000,4663100.0,4665100.0,4665500.0,4668800.0,4668900.0,200,100,200,100,700,4660000.0,4659900.0,4658500.0,4658000.0,4656000.0,1922,300,100,100,100
20200226,93421000,4662600.0,4662800.0,4663100.0,4665100.0,4665500.0,700,100,200,100,200,4660000.0,4659900.0,4658500.0,4658000.0,4656000.0,1822,300,100,100,100
20200226,93424000,4662600.0,4668900.0,4670000.0,4679300.0,4679600.0,100,200,400,100,200,4660700.0,4660100.0,4660000.0,4659900.0,4658500.0,300,2100,2022,300,100
20200226,93427000,4668900.0,4670000.0,4679300.0,4679600.0,4679700.0,200,400,100,200,5000,4663100.0,4662600.0,4660800.0,4660300.0,4660100.0,600,1300,300,100,2000
20200226,93430000,4679600.0,4679700.0,4679900.0,4680000.0,4682100.0,100,5000,100,1200,200,4669800.0,4668900.0,4664000.0,4663100.0,4662600.0,400,100,100,600,1300
20200226,93433000,4668900.0,4679600.0,4679700.0,4679900.0,4680000.0,200,100,5000,100,1200,4664000.0,4663100.0,4662600.0,4660800.0,4660300.0,200,600,1300,200,200
20200226,93436000,4678300.0,4678600.0,4679600.0,4679700.0,4679900.0,200,900,100,5000,100,4669800.0,4664900.0,4664100.0,4664000.0,4663100.0,100,100,200,100,600
20200226,93439000,4669800.0,4678300.0,4679600.0,4679700.0,4679900.0,100,200,100,5000,100,4663100.0,4662600.0,4660300.0,4660100.0,4660000.0,400,1300,200,2100,2722
20200226,93442000,4669800.0,4678300.0,4679600.0,4679700.0,4679900.0,500,200,100,5000,100,4662600.0,4660300.0,4660100.0,4660000.0,4659900.0,300,200,2100,2522,300
20200226,93445000,4669800.0,4677900.0,4678300.0,4679600.0,4679700.0,600,100,200,100,5000,4664000.0,4662600.0,4660300.0,4660100.0,4660000.0,1200,100,200,2100,2522
20200226,93448000,4669800.0,4677900.0,4678100.0,4678300.0,4679600.0,600,100,200,200,100,4664000.0,4662600.0,4660300.0,4660100.0,4660000.0,600,100,300,2100,2522
20200226,93451000,4664000.0,4676900.0,4677900.0,4678100.0,4678300.0,200,900,100,200,200,4662600.0,4660300.0,4660100.0,4660000.0,4659900.0,100,300,2100,2622,300
20200226,93454000,4662600.0,4664000.0,4676900.0,4677900.0,4678100.0,100,1141,900,100,200,4660400.0,4660300.0,4660100.0,4660000.0,4659900.0,100,100,2100,2922,300
20200226,93457000,4660300.0,4664000.0,4676900.0,4678300.0,4679600.0,100,1241,900,200,100,4660100.0,4660000.0,4659900.0,4659700.0,4658500.0,2100,3022,300,200,100
20200226,93500000,4664000.0,4676900.0,4678300.0,4679600.0,4679700.0,1041,900,200,100,5000,4660200.0,4660100.0,4660000.0,4659900.0,4659700.0,100,2100,3122,300,200
20200226,93503000,4664000.0,4676800.0,4676900.0,4678300.0,4679600.0,741,200,900,200,100,4660100.0,4660000.0,4659900.0,4659700.0,4658500.0,1700,3122,300,200,100
20200226,93506000,4664000.0,4676800.0,4676900.0,4678300.0,4679600.0,41,300,900,200,100,4660100.0,4660000.0,4659900.0,4659700.0,4658500.0,1300,3522,300,200,100
20200226,93509000,4676800.0,4676900.0,4678300.0,4679600.0,4679700.0,200,900,200,100,5000,4661000.0,4660100.0,4660000.0,4659900.0,4659700.0,100,1200,3622,300,200
20200226,93512000,4676000.0,4676400.0,4676800.0,4676900.0,4678300.0,400,100,200,900,200,4665000.0,4662600.0,4661900.0,4661100.0,4661000.0,100,100,100,600,100
20200226,93515000,4676000.0,4676400.0,4676800.0,4676900.0,4678300.0,400,100,200,900,200,4663100.0,4662600.0,4661900.0,4661100.0,4661000.0,300,100,100,600,100
20200226,93518000,4665000.0,4676000.0,4676800.0,4676900.0,4678300.0,100,400,200,900,200,4664800.0,4661100.0,4661000.0,4660500.0,4660300.0,100,600,100,100,100
20200226,93521000,4676000.0,4676800.0,4676900.0,4678300.0,4679600.0,400,100,900,200,100,4664800.0,4661100.0,4661000.0,4660500.0,4660300.0,100,600,100,100,100
20200226,93524000,4676000.0,4676800.0,4676900.0,4678300.0,4679600.0,400,100,900,200,100,4662600.0,4661200.0,4661100.0,4661000.0,4660500.0,200,200,600,100,100
20200226,93527000,4664600.0,4665000.0,4675900.0,4676000.0,4676800.0,100,700,100,400,100,4662600.0,4662200.0,4661200.0,4661100.0,4661000.0,200,200,200,600,100
20200226,93530000,4662400.0,4664800.0,4665000.0,4674800.0,4675900.0,100,100,700,300,200,4662200.0,4661200.0,4661100.0,4661000.0,4660500.0,100,200,600,100,100
20200226,93533000,4662100.0,4662200.0,4662400.0,4665000.0,4674800.0,200,2621,100,700,300,4661100.0,4661000.0,4660500.0,4660400.0,4660300.0,400,100,100,200,100
20200226,93536000,4661000.0,4661100.0,4662200.0,4662400.0,4662600.0,100,100,2621,100,100,4660500.0,4660400.0,4660300.0,4660100.0,4660000.0,100,200,100,1300,4922
20200226,93539000,4660300.0,4660400.0,4661000.0,4661100.0,4662200.0,500,600,100,400,100,4660000.0,4659900.0,4658500.0,4658000.0,4657000.0,3722,300,100,600,100
20200226,93542000,4658500.0,4659100.0,4659800.0,4659900.0,4660000.0,600,100,800,800,5678,4658000.0,4657000.0,4656000.0,4655800.0,4655200.0,200,100,100,200,100
20200226,93545000,4655800.0,4656900.0,4657000.0,4657100.0,4657800.0,400,300,200,1200,100,4655200.0,4655000.0,4654300.0,4654000.0,4653800.0,100,1000,100,200,200
20200226,93548000,4654900.0,4655200.0,4657000.0,4657800.0,4658000.0,100,500,100,100,1900,4653000.0,4652800.0,4652200.0,4652100.0,4652000.0,100,100,100,200,1400
20200226,93551000,4658000.0,4658400.0,4658500.0,4659800.0,4659900.0,200,200,200,400,700,4655800.0,4652800.0,4652200.0,4652100.0,4652000.0,200,100,100,200,1400
20200226,93554000,4658500.0,4659900.0,4660100.0,4660300.0,4660400.0,100,700,100,400,600,4652000.0,4651900.0,4651200.0,4651000.0,4650800.0,1300,100,400,1900,300
20200226,93557000,4659900.0,4660100.0,4660300.0,4660400.0,4660500.0,400,100,400,600,300,4658000.0,4652800.0,4652000.0,4651900.0,4651200.0,4200,100,1300,100,300
20200226,93600000,4659900.0,4660100.0,4660300.0,4660400.0,4660500.0,300,100,400,600,300,4658000.0,4656900.0,4655800.0,4652800.0,4652200.0,2000,100,600,100,200
20200226,93603000,4656900.0,4658000.0,4659900.0,4660100.0,4660300.0,200,1700,200,100,400,4652800.0,4652200.0,4652000.0,4651900.0,4651200.0,100,200,1500,100,300
20200226,93606000,4652200.0,4652800.0,4656900.0,4658000.0,4659900.0,100,1100,200,1000,200,4651200.0,4651000.0,4650800.0,4650500.0,4650400.0,100,1900,300,1200,100
20200226,93609000,4652800.0,4656900.0,4658000.0,4659900.0,4660100.0,500,200,200,100,100,4651300.0,4650500.0,4650400.0,4650200.0,4650100.0,900,1200,100,1300,200
20200226,93612000,4650500.0,4651000.0,4651300.0,4652800.0,4656900.0,100,600,800,1200,200,4650200.0,4650100.0,4650000.0,4649800.0,4649600.0,1300,200,9600,100,100
20200226,93615000,4650100.0,4650200.0,4650400.0,4651000.0,4651300.0,800,1000,700,400,100,4650000.0,4649800.0,4649600.0,4648100.0,4646600.0,9300,100,100,100,100
20200226,93618000,4649600.0,4650000.0,4651200.0,4658500.0,4660000.0,400,100,100,300,100,4640000.0,4638000.0,4636300.0,4636000.0,4635800.0,300,400,300,200,200
20200226,93621000,4650200.0,4651200.0,4658500.0,4660100.0,4660400.0,200,100,300,100,600,4640900.0,4640000.0,4638000.0,4636300.0,4636000.0,400,200,400,300,200
20200226,93624000,4650000.0,4650200.0,4651200.0,4658500.0,4660100.0,1100,100,100,400,100,4640900.0,4640000.0,4638000.0,4636300.0,4636000.0,300,200,400,300,200
20200226,93627000,4650200.0,4650400.0,4651200.0,4658500.0,4660100.0,200,100,100,400,100,4650000.0,4640900.0,4640000.0,4638000.0,4636300.0,3700,200,200,400,300
20200226,93630000,4660100.0,4660400.0,4660500.0,4661100.0,4668800.0,100,600,300,200,200,4650000.0,4640900.0,4640000.0,4638000.0,4636300.0,2900,300,200,400,300
20200226,93633000,4660000.0,4660100.0,4660400.0,4660500.0,4661100.0,100,100,600,300,200,4650200.0,4650000.0,4641500.0,4641400.0,4638000.0,100,700,100,300,400
20200226,93636000,4658000.0,4660000.0,4660100.0,4660400.0,4660500.0,400,100,100,600,300,4650100.0,4650000.0,4641500.0,4641400.0,4641000.0,1000,500,100,300,200
20200226,93639000,4658000.0,4660000.0,4660100.0,4660500.0,4661100.0,700,100,100,300,100,4650100.0,4650000.0,4641500.0,4641400.0,4641000.0,300,500,100,300,200
20200226,93642000,4649700.0,4650000.0,4650100.0,4650200.0,4657900.0,400,700,300,4700,100,4641800.0,4641600.0,4641500.0,4641400.0,4641000.0,100,200,100,300,200
20200226,93645000,4650100.0,4650200.0,4657900.0,4660000.0,4660100.0,500,4900,100,100,100,4641600.0,4641500.0,4641400.0,4641100.0,4641000.0,300,200,300,100,200
20200226,93648000,4650100.0,4650200.0,4657900.0,4660000.0,4660100.0,400,4900,100,200,100,4650000.0,4646400.0,4641600.0,4641500.0,4641400.0,100,100,900,200,300
20200226,93651000,4650100.0,4650200.0,4657900.0,4660000.0,4660100.0,100,4800,100,200,100,4641700.0,4641600.0,4641500.0,4641400.0,4641100.0,200,900,200,300,100
20200226,93654000,4650000.0,4650200.0,4657900.0,4660000.0,4660100.0,600,4800,100,200,100,4642000.0,4641800.0,4641700.0,4641600.0,4641500.0,100,1500,200,900,300
20200226,93657000,4650000.0,4650100.0,4650200.0,4657900.0,4660000.0,300,700,4800,100,200,4642000.0,4641800.0,4641700.0,4641600.0,4641500.0,100,1600,200,900,300
20200226,93700000,4650000.0,4650100.0,4650200.0,4657900.0,4660000.0,100,600,4800,100,200,4641800.0,4641600.0,4641500.0,4641400.0,4641100.0,1200,900,300,300,100
20200226,93703000,4649900.0,4650000.0,4650100.0,4650200.0,4657900.0,100,100,600,4800,100,4642000.0,4641800.0,4641600.0,4641500.0,4641400.0,600,1300,900,400,300
20200226,93706000,4650000.0,4650100.0,4650200.0,4657900.0,4660000.0,100,700,4800,100,200,4642000.0,4641800.0,4641600.0,4641500.0,4641400.0,400,1400,900,400,300
20200226,93709000,4642000.0,4650000.0,4650100.0,4650200.0,4657900.0,400,1000,700,4800,100,4641800.0,4641600.0,4641500.0,4641100.0,4640100.0,1400,900,400,100,1000
20200226,93712000,4650000.0,4650100.0,4650200.0,4657900.0,4660000.0,1400,800,4800,100,300,4642000.0,4641800.0,4641600.0,4641500.0,4641100.0,100,1500,900,400,100
20200226,93715000,4650100.0,4650200.0,4657900.0,4660000.0,4660500.0,700,4800,100,300,300,4650000.0,4642000.0,4641800.0,4641600.0,4641500.0,2400,200,1200,900,300
20200226,93718000,4650100.0,4650200.0,4657900.0,4660000.0,4660500.0,300,3600,100,300,300,4642100.0,4642000.0,4641800.0,4641600.0,4641500.0,500,622,1200,900,400
20200226,93721000,4650000.0,4650100.0,4650200.0,4657900.0,4660000.0,100,300,3600,100,300,4642200.0,4642100.0,4642000.0,4641900.0,4641800.0,1300,700,622,100,1200
20200226,93724000,4650200.0,4657900.0,4660000.0,4660500.0,4668700.0,3600,100,300,300,100,4650100.0,4642200.0,4642100.0,4642000.0,4641900.0,600,1400,800,400,600
20200226,93727000,4650200.0,4657900.0,4660000.0,4660500.0,4668700.0,3600,100,300,300,100,4650100.0,4642400.0,4642300.0,4642200.0,4642100.0,100,100,100,1300,600
20200226,93730000,4650000.0,4650200.0,4657900.0,4660000.0,4660500.0,100,3500,100,300,300,4643000.0,4642300.0,4642200.0,4642100.0,4642000.0,100,100,1300,600,500
20200226,93733000,4650100.0,4650200.0,4657900.0,4660000.0,4660500.0,200,3500,100,300,300,4642500.0,4642300.0,4642200.0,4642100.0,4642000.0,200,200,1200,600,500
20200226,93736000,4650100.0,4650200.0,4657900.0,4660000.0,4660500.0,200,3100,100,300,300,4642800.0,4642500.0,4642200.0,4642100.0,4642000.0,100,200,1200,600,500
20200226,93739000,4650100.0,4650200.0,4657900.0,4660000.0,4660500.0,200,3100,100,300,300,4646700.0,4642500.0,4642200.0,4642100.0,4642000.0,100,200,1200,600,500
