episode,step,action,position,midprice,spread,quoted_ask,quoted_bid,ask_level,bid_level,pnl_step,bandh_step
20200226,37902000,2,100,46925.0,44.0,46935.0,46895.0,2,2,3000.0,10.0
20200226,37905000,7,100,46925.0,44.0,46965.0,46915.0,4,1,0.0,0.0
20200226,37908000,8,100,46939.5,73.0,46975.0,46875.0,5,5,1450.0,14.5
20200226,37911000,5,300,46923.5,47.0,46959.0,46939.0,2,0,-2300.0,-16.0
20200226,37914000,7,100,46963.0,26.0,46963.0,46913.0,4,1,11450.0,39.5
20200226,37917000,3,100,46949.0,2.0,46993.0,46933.0,3,3,-1400.0,-14.0
20200226,37920000,1,0,46925.0,50.0,46979.0,46919.0,3,3,-100.0,-24.0
20200226,37923000,4,0,46921.5,43.0,46925.0,46905.0,0,2,2000.0,-3.5
20200226,37926000,8,0,46921.5,43.0,46971.0,46871.0,5,5,0.0,0.0
20200226,37929000,6,-100,46946.5,7.0,46931.0,46881.0,1,4,-1550.0,25.0
20200226,37932000,3,0,46925.0,50.0,46976.0,46916.0,3,3,3050.0,-21.5
20200226,37935000,4,100,46912.5,61.0,46925.0,46905.0,0,2,-50.0,-12.5
20200226,37938000,8,100,46921.5,43.0,46962.0,46862.0,5,5,900.0,9.0
20200226,37941000,4,-100,46972.5,5.0,46921.0,46901.0,0,2,-1100.0,51.0
20200226,37944000,7,0,46924.5,37.0,47012.0,46962.0,4,1,1050.0,-48.0
20200226,37947000,5,200,46903.0,6.0,46944.0,46924.0,2,0,-1900.0,-21.5
20200226,37950000,3,200,46903.0,6.0,46933.0,46873.0,3,3,0.0,0.0
20200226,37953000,5,200,46903.0,6.0,46923.0,46903.0,2,0,0.0,0.0
20200226,37956000,7,200,46903.0,6.0,46943.0,46893.0,4,1,0.0,0.0
20200226,37959000,7,200,46903.0,6.0,46943.0,46893.0,4,1,0.0,0.0
20200226,37962000,7,200,46921.0,42.0,46943.0,46893.0,4,1,3600.0,18.0
20200226,37965000,2,400,46921.0,42.0,46941.0,46901.0,2,2,3800.0,0.0
20200226,37968000,8,300,46942.5,1.0,46971.0,46871.0,5,5,6650.0,21.5
20200226,37971000,1,0,46942.5,1.0,46992.0,46892.0,5,5,-150.0,0.0
20200226,37974000,1,0,46942.5,1.0,46992.0,46892.0,5,5,0.0,0.0
20200226,37977000,1,0,46921.0,42.0,46992.0,46892.0,5,5,0.0,-21.5
20200226,37980000,4,-100,46924.0,36.0,46921.0,46901.0,0,2,-300.0,3.0
20200226,37983000,7,-100,46946.5,7.0,46964.0,46914.0,4,1,-2250.0,22.5
20200226,37986000,1,0,46946.5,7.0,46986.0,46936.0,4,1,-350.0,0.0
20200226,37989000,1,0,46930.5,39.0,46986.0,46936.0,4,1,0.0,-16.0
20200226,37992000,2,0,46930.5,39.0,46950.0,46910.0,2,2,0.0,0.0
20200226,37995000,2,0,46926.0,30.0,46950.0,46910.0,2,2,0.0,-4.5
20200226,37998000,3,0,46926.0,30.0,46956.0,46896.0,3,3,0.0,0.0
20200226,38001000,3,0,46926.0,30.0,46956.0,46896.0,3,3,0.0,0.0
20200226,38004000,3,0,46942.0,2.0,46956.0,46896.0,3,3,0.0,16.0
20200226,38007000,2,0,46927.0,32.0,46962.0,46922.0,2,2,0.0,-15.0
20200226,38010000,6,0,46925.5,29.0,46937.0,46887.0,1,4,0.0,-1.5
20200226,38013000,1,0,46925.0,28.0,46935.0,46885.0,1,4,0.0,-0.5
20200226,38016000,2,100,46908.5,5.0,46945.0,46905.0,2,2,-2750.0,-16.5
20200226,38019000,3,100,46922.5,33.0,46938.0,46878.0,3,3,1400.0,14.0
20200226,38022000,4,100,46919.5,37.0,46922.0,46902.0,0,2,-300.0,-3.0
20200226,38025000,4,-100,46920.0,38.0,46919.0,46899.0,0,2,150.0,0.5
20200226,38028000,5,-100,46919.5,37.0,46940.0,46920.0,2,0,50.0,-0.5
20200226,38031000,1,0,46918.5,35.0,46939.0,46919.0,2,0,-1850.0,-1.0
20200226,38034000,3,0,46938.5,1.0,46948.0,46888.0,3,3,0.0,20.0
20200226,38037000,2,0,46917.5,33.0,46958.0,46918.0,2,2,0.0,-21.0
20200226,38040000,5,200,46905.5,9.0,46937.0,46917.0,2,0,-2600.0,-12.0
20200226,38043000,6,200,46905.5,9.0,46915.0,46865.0,1,4,0.0,0.0
20200226,38046000,6,200,46905.5,9.0,46915.0,46865.0,1,4,0.0,0.0
20200226,38049000,6,200,46905.5,9.0,46915.0,46865.0,1,4,0.0,0.0
20200226,38052000,6,200,46905.5,9.0,46915.0,46865.0,1,4,0.0,0.0
20200226,38055000,6,200,46905.5,9.0,46915.0,46865.0,1,4,0.0,0.0
20200226,38058000,6,200,46920.0,20.0,46915.0,46865.0,1,4,2900.0,14.5
20200226,38061000,2,200,46920.0,20.0,46940.0,46900.0,2,2,0.0,0.0
20200226,38064000,2,100,46917.5,33.0,46940.0,46900.0,2,2,-750.0,-2.5
20200226,38067000,8,100,46917.5,33.0,46967.0,46867.0,5,5,0.0,0.0
20200226,38070000,6,100,46915.5,29.0,46927.0,46877.0,1,4,-200.0,-2.0
20200226,38073000,2,100,46900.5,1.0,46935.0,46895.0,2,2,-1500.0,-15.0
20200226,38076000,4,0,46900.5,1.0,46900.0,46880.0,0,2,-50.0,0.0
20200226,38079000,7,0,46900.5,1.0,46940.0,46890.0,4,1,0.0,0.0
20200226,38082000,4,-100,46915.5,29.0,46900.0,46880.0,0,2,-1550.0,15.0
20200226,38085000,2,-100,46915.5,29.0,46935.0,46895.0,2,2,0.0,0.0
20200226,38088000,2,-100,46910.5,19.0,46935.0,46895.0,2,2,500.0,-5.0
20200226,38091000,1,0,46905.5,29.0,46930.0,46890.0,2,2,-950.0,-5.0
20200226,38094000,5,100,46875.5,51.0,46925.0,46905.0,2,0,-2950.0,-30.0
20200226,38097000,2,200,46875.5,51.0,46895.0,46855.0,2,2,2050.0,0.0
20200226,38100000,6,0,46910.5,19.0,46885.0,46835.0,1,4,2900.0,35.0
20200226,38103000,6,-100,46915.5,29.0,46920.0,46870.0,1,4,450.0,5.0
20200226,38106000,7,-100,46932.0,4.0,46955.0,46905.0,4,1,-1650.0,16.5
20200226,38109000,7,-100,46932.0,4.0,46972.0,46922.0,4,1,0.0,0.0
20200226,38112000,8,-100,46932.0,4.0,46982.0,46882.0,5,5,0.0,0.0
20200226,38115000,8,-100,46934.0,6.0,46982.0,46882.0,5,5,-200.0,2.0
20200226,38118000,8,-100,46934.5,5.0,46984.0,46884.0,5,5,-50.0,0.5
20200226,38121000,4,-100,46934.5,5.0,46934.0,46914.0,0,2,0.0,0.0
20200226,38124000,5,-200,46937.5,1.0,46954.0,46934.0,2,0,-650.0,3.0
20200226,38127000,2,-200,46938.0,2.0,46957.0,46917.0,2,2,-100.0,0.5
20200226,38130000,1,0,46938.0,2.0,46958.0,46918.0,2,2,-300.0,0.0
20200226,38133000,1,0,46938.5,3.0,46958.0,46918.0,2,2,0.0,0.5
20200226,38136000,2,0,46938.5,3.0,46958.0,46918.0,2,2,0.0,0.0
20200226,38139000,2,0,46940.5,3.0,46958.0,46918.0,2,2,0.0,2.0
20200226,38142000,8,0,46941.0,2.0,46990.0,46890.0,5,5,0.0,0.5
20200226,38145000,1,0,46941.0,2.0,46991.0,46891.0,5,5,0.0,0.0
20200226,38148000,1,0,46941.0,2.0,46991.0,46891.0,5,5,0.0,0.0
20200226,38151000,5,100,46939.5,1.0,46961.0,46941.0,2,0,-150.0,-1.5
20200226,38154000,8,100,46939.5,1.0,46989.0,46889.0,5,5,0.0,0.0
20200226,38157000,8,100,46939.5,1.0,46989.0,46889.0,5,5,0.0,0.0
20200226,38160000,0,100,46938.0,2.0,46949.0,46929.0,1,1,-150.0,-1.5
20200226,38163000,5,100,46939.5,1.0,46958.0,46938.0,2,0,150.0,1.5
20200226,38166000,0,100,46939.5,1.0,46949.0,46929.0,1,1,0.0,0.0
20200226,38169000,2,100,46941.0,2.0,46959.0,46919.0,2,2,150.0,1.5
20200226,38172000,6,100,46941.0,2.0,46951.0,46901.0,1,4,0.0,0.0
20200226,38175000,6,100,46941.0,2.0,46951.0,46901.0,1,4,0.0,0.0
20200226,38178000,6,100,46939.5,1.0,46951.0,46901.0,1,4,-150.0,-1.5
20200226,38181000,3,100,46941.0,4.0,46969.0,46909.0,3,3,150.0,1.5
20200226,38184000,6,100,46939.5,1.0,46951.0,46901.0,1,4,-150.0,-1.5
20200226,38187000,7,200,46918.5,35.0,46979.0,46929.0,4,1,-4050.0,-21.0
20200226,38190000,1,0,46918.5,35.0,46958.0,46908.0,4,1,-3500.0,0.0
20200226,38193000,6,-100,46918.5,35.0,46928.0,46878.0,1,4,950.0,0.0
20200226,38196000,7,-100,46918.5,35.0,46958.0,46908.0,4,1,0.0,0.0
20200226,38199000,6,0,46875.5,51.0,46928.0,46878.0,1,4,-1050.0,-43.0
20200226,38202000,6,-100,46875.0,50.0,46885.0,46835.0,1,4,1000.0,-0.5
20200226,38205000,6,-200,46865.5,71.0,46885.0,46835.0,1,4,2900.0,-9.5
20200226,38208000,6,-400,46882.0,104.0,46875.0,46825.0,1,4,600.0,16.5
20200226,38211000,5,-200,46840.0,20.0,46902.0,46882.0,2,0,8800.0,-42.0
20200226,38214000,8,-200,46878.5,97.0,46890.0,46790.0,5,5,-7700.0,38.5
20200226,38217000,1,0,46878.5,97.0,46928.0,46828.0,5,5,-10500.0,0.0
20200226,38220000,5,-200,46914.0,26.0,46898.0,46878.0,2,0,-4000.0,35.5
20200226,38223000,6,-200,46878.5,97.0,46924.0,46874.0,1,4,7100.0,-35.5
20200226,38226000,0,-200,46865.5,71.0,46888.0,46868.0,1,1,2600.0,-13.0
20200226,38229000,3,-400,46878.5,97.0,46895.0,46835.0,3,3,0.0,13.0
20200226,38232000,0,-500,46914.0,26.0,46888.0,46868.0,1,1,-16800.0,35.5
20200226,38235000,3,-500,46914.0,26.0,46944.0,46884.0,3,3,0.0,0.0
20200226,38238000,0,-600,46911.0,18.0,46924.0,46904.0,1,1,2800.0,-3.0
20200226,38241000,3,-600,46911.0,18.0,46941.0,46881.0,3,3,0.0,0.0
20200226,38244000,3,-600,46923.0,6.0,46941.0,46881.0,3,3,-7200.0,12.0
20200226,38247000,7,-600,46923.0,6.0,46963.0,46913.0,4,1,0.0,0.0
20200226,38250000,6,-600,46923.5,7.0,46933.0,46883.0,1,4,-300.0,0.5
20200226,38253000,6,-600,46923.5,7.0,46933.0,46883.0,1,4,0.0,0.0
20200226,38256000,6,-600,46923.5,7.0,46933.0,46883.0,1,4,0.0,0.0
20200226,38259000,6,-600,46923.5,7.0,46933.0,46883.0,1,4,0.0,0.0
20200226,38262000,6,-600,46916.5,7.0,46933.0,46883.0,1,4,4200.0,-7.0
20200226,38265000,5,-600,46916.5,7.0,46936.0,46916.0,2,0,0.0,0.0
20200226,38268000,2,-600,46916.5,7.0,46936.0,46896.0,2,2,0.0,0.0
20200226,38271000,3,-600,46916.5,7.0,46946.0,46886.0,3,3,0.0,0.0
20200226,38274000,2,-600,46916.5,7.0,46936.0,46896.0,2,2,0.0,0.0
20200226,38277000,2,-600,46921.5,17.0,46936.0,46896.0,2,2,-3000.0,5.0
20200226,38280000,0,-600,46917.0,26.0,46931.0,46911.0,1,1,2700.0,-4.5
20200226,38283000,2,-600,46917.0,26.0,46937.0,46897.0,2,2,0.0,0.0
20200226,38286000,2,-600,46919.5,31.0,46937.0,46897.0,2,2,-1500.0,2.5
20200226,38289000,2,-600,46919.0,32.0,46939.0,46899.0,2,2,300.0,-0.5
20200226,38292000,2,-600,46936.5,3.0,46939.0,46899.0,2,2,-10500.0,17.5
20200226,38295000,2,-600,46936.5,3.0,46956.0,46916.0,2,2,0.0,0.0
20200226,38298000,2,-600,46938.5,1.0,46956.0,46916.0,2,2,-1200.0,2.0
20200226,38301000,7,-600,46939.0,2.0,46978.0,46928.0,4,1,-300.0,0.5
20200226,38304000,4,-600,46939.5,1.0,46939.0,46919.0,0,2,-300.0,0.5
20200226,38307000,5,-600,46939.0,2.0,46959.0,46939.0,2,0,300.0,-0.5
20200226,38310000,0,-600,46938.5,7.0,46949.0,46929.0,1,1,300.0,-0.5
20200226,38313000,0,-600,46940.5,3.0,46948.0,46928.0,1,1,-1200.0,2.0
20200226,38316000,5,-600,46940.5,3.0,46960.0,46940.0,2,0,0.0,0.0
20200226,38319000,0,-600,46943.5,9.0,46950.0,46930.0,1,1,-1800.0,3.0
20200226,38322000,0,-600,46946.5,7.0,46953.0,46933.0,1,1,-1800.0,3.0
20200226,38325000,0,-600,46959.0,22.0,46956.0,46936.0,1,1,-7500.0,12.5
20200226,38328000,8,-600,46959.5,21.0,47009.0,46909.0,5,5,-300.0,0.5
20200226,38331000,3,-600,46962.0,26.0,46989.0,46929.0,3,3,-1500.0,2.5
20200226,38334000,3,-600,46973.5,7.0,46992.0,46932.0,3,3,-6900.0,11.5
20200226,38337000,2,-600,46978.0,2.0,46993.0,46953.0,2,2,-2700.0,4.5
20200226,38340000,2,-600,46988.5,19.0,46998.0,46958.0,2,2,-6300.0,10.5
20200226,38343000,4,-600,46994.0,12.0,46988.0,46968.0,0,2,-3300.0,5.5
20200226,38346000,1,-100,46988.5,23.0,46994.0,46974.0,0,2,-3050.0,-5.5
20200226,38349000,2,-100,47034.0,68.0,47008.0,46968.0,2,2,-4550.0,45.5
20200226,38352000,8,-100,47034.0,68.0,47084.0,46984.0,5,5,0.0,0.0
20200226,38355000,2,-200,47034.0,68.0,47054.0,47014.0,2,2,-2600.0,0.0
20200226,38358000,1,0,47034.5,67.0,47054.0,47014.0,2,2,-7100.0,0.5
20200226,38361000,1,0,47069.5,3.0,47054.0,47014.0,2,2,4000.0,35.0
20200226,38364000,8,0,47076.5,1.0,47119.0,47019.0,5,5,0.0,7.0
20200226,38367000,3,0,47078.5,3.0,47106.0,47046.0,3,3,0.0,2.0
20200226,38370000,1,0,47082.5,11.0,47108.0,47048.0,3,3,0.0,4.0
20200226,38373000,8,0,47074.0,6.0,47132.0,47032.0,5,5,0.0,-8.5
20200226,38376000,4,0,47074.0,6.0,47074.0,47054.0,0,2,0.0,0.0
20200226,38379000,1,-100,47074.0,6.0,47074.0,47054.0,0,2,0.0,0.0
20200226,38382000,8,-100,47087.0,20.0,47124.0,47024.0,5,5,-1300.0,13.0
20200226,38385000,6,-100,47087.0,20.0,47097.0,47047.0,1,4,0.0,0.0
20200226,38388000,3,-100,47087.0,20.0,47117.0,47057.0,3,3,0.0,0.0
20200226,38391000,7,-200,47098.0,2.0,47127.0,47077.0,4,1,-1200.0,11.0
20200226,38394000,3,-200,47098.0,2.0,47128.0,47068.0,3,3,0.0,0.0
20200226,38397000,3,-200,47098.0,2.0,47128.0,47068.0,3,3,0.0,0.0
20200226,38400000,3,-200,47148.5,103.0,47128.0,47068.0,3,3,-10100.0,50.5
20200226,38403000,5,-400,47148.5,103.0,47168.0,47148.0,2,0,-200.0,0.0
20200226,38406000,0,-300,47118.5,39.0,47158.0,47138.0,1,1,11050.0,-30.0
20200226,38409000,6,-300,47118.5,39.0,47128.0,47078.0,1,4,0.0,0.0
20200226,38412000,3,-400,47119.0,38.0,47148.0,47088.0,3,3,750.0,0.5
20200226,38415000,3,-400,47107.5,61.0,47149.0,47089.0,3,3,4600.0,-11.5
20200226,38418000,8,-400,47088.0,22.0,47157.0,47057.0,5,5,7800.0,-19.5
20200226,38421000,2,-500,47070.0,136.0,47108.0,47068.0,2,2,11000.0,-18.0
20200226,38424000,4,-600,47164.0,52.0,47070.0,47050.0,0,2,-56400.0,94.0
20200226,38427000,6,-600,47066.0,142.0,47174.0,47124.0,1,4,58800.0,-98.0
20200226,38430000,0,-400,47037.0,80.0,47076.0,47056.0,1,1,6800.0,-29.0
20200226,38433000,0,-400,47044.0,66.0,47047.0,47027.0,1,1,-800.0,7.0
20200226,38436000,0,-400,47037.0,80.0,47054.0,47034.0,1,1,2800.0,-7.0
20200226,38439000,2,-300,47037.0,80.0,47057.0,47017.0,2,2,2000.0,0.0
20200226,38442000,8,-300,47036.0,78.0,47087.0,46987.0,5,5,300.0,-1.0
20200226,38445000,3,-400,47059.5,119.0,47066.0,47006.0,3,3,-1600.0,23.5
20200226,38448000,8,-400,47062.5,109.0,47109.0,47009.0,5,5,-1200.0,3.0
20200226,38451000,8,-200,47037.0,58.0,47112.0,47012.0,5,5,13000.0,-25.5
20200226,38454000,8,-200,47004.0,8.0,47087.0,46987.0,5,5,6600.0,-33.0
20200226,38457000,2,-200,47050.0,100.0,47024.0,46984.0,2,2,-9200.0,46.0
20200226,38460000,8,-200,47050.0,100.0,47100.0,47000.0,5,5,0.0,0.0
20200226,38463000,7,-400,47048.0,94.0,47090.0,47040.0,4,1,2200.0,-2.0
20200226,38466000,4,-400,47048.0,94.0,47048.0,47028.0,0,2,0.0,0.0
20200226,38469000,4,-500,47048.0,94.0,47048.0,47028.0,0,2,0.0,0.0
20200226,38472000,8,-600,47045.5,89.0,47098.0,46998.0,5,5,6500.0,-2.5
20200226,38475000,6,-500,47045.5,89.0,47055.0,47005.0,1,4,4050.0,0.0
20200226,38478000,2,-500,47040.5,79.0,47065.0,47025.0,2,2,2500.0,-5.0
20200226,38481000,0,-500,47040.5,79.0,47050.0,47030.0,1,1,0.0,0.0
20200226,38484000,7,-500,47040.5,79.0,47080.0,47030.0,4,1,0.0,0.0
20200226,38487000,7,-600,47040.5,79.0,47080.0,47030.0,4,1,950.0,0.0
20200226,38490000,8,-600,47045.5,89.0,47090.0,46990.0,5,5,-3000.0,5.0
20200226,38493000,8,-600,47037.5,73.0,47095.0,46995.0,5,5,4800.0,-8.0
20200226,38496000,8,-600,47045.5,89.0,47087.0,46987.0,5,5,-4800.0,8.0
20200226,38499000,0,-500,47048.5,93.0,47055.0,47035.0,1,1,-450.0,3.0
20200226,38502000,6,-600,47090.0,10.0,47058.0,47008.0,1,4,-23950.0,41.5
20200226,38505000,4,-600,47090.0,10.0,47090.0,47070.0,0,2,0.0,0.0
20200226,38508000,2,-600,47092.5,15.0,47110.0,47070.0,2,2,-1500.0,2.5
20200226,38511000,6,-600,47097.0,46.0,47102.0,47052.0,1,4,-2700.0,4.5
20200226,38514000,2,-600,47110.0,20.0,47117.0,47077.0,2,2,-7800.0,13.0
20200226,38517000,7,-600,47109.5,19.0,47150.0,47100.0,4,1,300.0,-0.5
20200226,38520000,5,-600,47109.5,19.0,47129.0,47109.0,2,0,0.0,0.0
20200226,38523000,6,-500,47087.0,26.0,47119.0,47069.0,1,4,11300.0,-22.5
20200226,38526000,2,-500,47087.0,26.0,47107.0,47067.0,2,2,0.0,0.0
20200226,38529000,2,-600,47096.5,45.0,47107.0,47067.0,2,2,-3700.0,9.5
20200226,38532000,2,-600,47060.5,117.0,47116.0,47076.0,2,2,21600.0,-36.0
20200226,38535000,2,-600,47051.0,98.0,47080.0,47040.0,2,2,5700.0,-9.5
20200226,38538000,2,-600,47045.5,87.0,47071.0,47031.0,2,2,3300.0,-5.5
20200226,38541000,8,-500,47039.5,69.0,47095.0,46995.0,5,5,-50.0,-6.0
20200226,38544000,8,-500,47047.5,83.0,47089.0,46989.0,5,5,-4000.0,8.0
20200226,38547000,5,-500,47040.0,68.0,47067.0,47047.0,2,0,3750.0,-7.5
20200226,38550000,5,-400,47040.0,68.0,47060.0,47040.0,2,0,0.0,0.0
20200226,38553000,5,-500,47038.0,64.0,47060.0,47040.0,2,0,3000.0,-2.0
20200226,38556000,6,-600,47045.0,86.0,47048.0,46998.0,1,4,-3200.0,7.0
20200226,38559000,2,-600,47035.5,65.0,47065.0,47025.0,2,2,5700.0,-9.5
20200226,38562000,5,-600,47093.5,11.0,47055.0,47035.0,2,0,-34800.0,58.0
20200226,38565000,8,-600,47093.0,10.0,47143.0,47043.0,5,5,300.0,-0.5
20200226,38568000,8,-600,47050.5,95.0,47143.0,47043.0,5,5,25500.0,-42.5
20200226,38571000,6,-600,47045.5,85.0,47060.0,47010.0,1,4,3000.0,-5.0
20200226,38574000,8,-600,47046.0,86.0,47095.0,46995.0,5,5,-300.0,0.5
20200226,38577000,8,-600,47046.0,86.0,47096.0,46996.0,5,5,0.0,0.0
20200226,38580000,1,0,47046.0,86.0,47096.0,46996.0,5,5,-30600.0,0.0
20200226,38583000,4,200,47046.0,86.0,47046.0,47026.0,0,2,1900.0,0.0
20200226,38586000,4,100,47095.0,4.0,47046.0,47026.0,0,2,4900.0,49.0
20200226,38589000,2,100,47049.0,92.0,47115.0,47075.0,2,2,-4600.0,-46.0
20200226,38592000,4,100,47046.0,86.0,47049.0,47029.0,0,2,-300.0,-3.0
20200226,38595000,0,100,47047.0,84.0,47056.0,47036.0,1,1,100.0,1.0
20200226,38598000,7,100,47046.5,83.0,47087.0,47037.0,4,1,-50.0,-0.5
20200226,38601000,3,200,47046.5,83.0,47076.0,47016.0,3,3,3050.0,0.0
20200226,38604000,1,200,47045.5,85.0,47076.0,47016.0,3,3,-8300.0,-1.0
20200226,38607000,1,0,47047.0,82.0,47075.0,47015.0,3,3,-8500.0,1.5
20200226,38610000,8,-100,47045.0,84.0,47097.0,46997.0,5,5,400.0,-2.0
20200226,38613000,8,-100,47046.0,82.0,47095.0,46995.0,5,5,-100.0,1.0
20200226,38616000,4,-200,47045.0,80.0,47046.0,47026.0,0,2,200.0,-1.0
20200226,38619000,7,0,47004.0,4.0,47085.0,47035.0,4,1,2900.0,-41.0
20200226,38622000,5,0,47004.0,4.0,47024.0,47004.0,2,0,0.0,0.0
20200226,38625000,7,-200,47044.5,79.0,47044.0,46994.0,4,1,-2100.0,40.5
20200226,38628000,4,-200,47045.5,79.0,47044.0,47024.0,0,2,-200.0,1.0
20200226,38631000,0,-100,47042.0,72.0,47055.0,47035.0,1,1,3400.0,-3.5
20200226,38634000,4,-100,47032.0,52.0,47042.0,47022.0,0,2,1000.0,-10.0
20200226,38637000,0,0,47032.0,52.0,47042.0,47022.0,1,1,1000.0,0.0
20200226,38640000,2,100,47032.0,52.0,47052.0,47012.0,2,2,2000.0,0.0
20200226,38643000,6,0,47045.0,78.0,47042.0,46992.0,1,4,1000.0,13.0
20200226,38646000,6,0,47043.0,74.0,47055.0,47005.0,1,4,0.0,-2.0
20200226,38649000,1,0,47042.5,73.0,47053.0,47003.0,1,4,0.0,-0.5
20200226,38652000,2,0,47042.5,73.0,47062.0,47022.0,2,2,0.0,0.0
20200226,38655000,7,0,47042.5,73.0,47082.0,47032.0,4,1,0.0,0.0
20200226,38658000,0,0,47045.0,68.0,47052.0,47032.0,1,1,0.0,2.5
20200226,38661000,8,0,47044.5,69.0,47095.0,46995.0,5,5,0.0,-0.5
20200226,38664000,5,0,47044.0,68.0,47064.0,47044.0,2,0,0.0,-0.5
20200226,38667000,6,0,47044.0,68.0,47054.0,47004.0,1,4,0.0,0.0
20200226,38670000,8,-100,47044.0,68.0,47094.0,46994.0,5,5,800.0,0.0
20200226,38673000,2,-100,47070.5,15.0,47064.0,47024.0,2,2,-2650.0,26.5
20200226,38676000,3,-200,47071.0,16.0,47100.0,47040.0,3,3,-750.0,0.5
20200226,38679000,2,-200,47069.0,12.0,47091.0,47051.0,2,2,400.0,-2.0
20200226,38682000,8,-200,47071.5,17.0,47119.0,47019.0,5,5,-500.0,2.5
20200226,38685000,6,-200,47071.5,17.0,47081.0,47031.0,1,4,0.0,0.0
20200226,38688000,2,-100,47041.0,78.0,47091.0,47051.0,2,2,5100.0,-30.5
20200226,38691000,3,-200,47077.0,4.0,47071.0,47011.0,3,3,-4200.0,36.0
20200226,38694000,7,-300,47092.0,14.0,47117.0,47067.0,4,1,-4100.0,15.0
20200226,38697000,7,-300,47092.5,13.0,47132.0,47082.0,4,1,-150.0,0.5
20200226,38700000,0,-300,47099.5,1.0,47102.0,47082.0,1,1,-2100.0,7.0
20200226,38703000,2,-300,47109.5,19.0,47119.0,47079.0,2,2,-3000.0,10.0
20200226,38706000,1,-100,47119.5,1.0,47129.0,47089.0,2,2,-4800.0,10.0
20200226,38709000,2,-100,47119.5,1.0,47139.0,47099.0,2,2,0.0,0.0
20200226,38712000,1,0,47149.5,61.0,47139.0,47099.0,2,2,-50.0,30.0
20200226,38715000,5,-200,47154.5,71.0,47169.0,47149.0,2,0,-1100.0,5.0
20200226,38718000,2,-300,47185.0,10.0,47174.0,47134.0,2,2,-7200.0,30.5
20200226,38721000,0,-300,47185.0,10.0,47195.0,47175.0,1,1,0.0,0.0
20200226,38724000,3,-300,47185.0,10.0,47215.0,47155.0,3,3,0.0,0.0
20200226,38727000,3,-300,47185.0,10.0,47215.0,47155.0,3,3,0.0,0.0
20200226,38730000,3,-400,47197.0,2.0,47215.0,47155.0,3,3,-3800.0,12.0
20200226,38733000,6,-400,47197.0,2.0,47207.0,47157.0,1,4,0.0,0.0
20200226,38736000,6,-400,47193.0,6.0,47207.0,47157.0,1,4,1600.0,-4.0
20200226,38739000,8,-400,47160.0,60.0,47243.0,47143.0,5,5,13200.0,-33.0
20200226,38742000,2,-400,47157.5,77.0,47180.0,47140.0,2,2,5000.0,-2.5
20200226,38745000,2,-400,47157.5,65.0,47177.0,47137.0,2,2,0.0,0.0
20200226,38748000,5,-400,47157.5,65.0,47177.0,47157.0,2,0,0.0,0.0
20200226,38751000,5,-500,47195.5,1.0,47177.0,47157.0,2,0,-17050.0,38.0
20200226,38754000,0,-500,47160.0,60.0,47205.0,47185.0,1,1,17750.0,-35.5
20200226,38757000,6,-600,47159.5,59.0,47170.0,47120.0,1,4,1300.0,-0.5
20200226,38760000,3,-600,47193.0,6.0,47189.0,47129.0,3,3,-20100.0,33.5
20200226,38763000,1,200,47160.0,60.0,47223.0,47163.0,3,3,-5500.0,-33.0
20200226,38766000,4,300,47157.0,44.0,47160.0,47140.0,0,2,1100.0,-3.0
20200226,38769000,0,300,47157.0,44.0,47167.0,47147.0,1,1,0.0,0.0
20200226,38772000,1,100,47149.0,60.0,47167.0,47147.0,1,1,-8500.0,-8.0
20200226,38775000,0,100,47148.5,59.0,47159.0,47139.0,1,1,-50.0,-0.5
20200226,38778000,2,-100,47149.5,39.0,47168.0,47128.0,2,2,2900.0,1.0
20200226,38781000,6,-100,47149.5,39.0,47159.0,47109.0,1,4,0.0,0.0
20200226,38784000,7,-100,47149.5,39.0,47189.0,47139.0,4,1,0.0,0.0
20200226,38787000,7,0,47149.5,39.0,47189.0,47139.0,4,1,1050.0,0.0
20200226,38790000,5,100,47149.5,39.0,47169.0,47149.0,2,0,50.0,0.0
20200226,38793000,5,200,47149.5,39.0,47169.0,47149.0,2,0,50.0,0.0
20200226,38796000,6,200,47129.0,2.0,47159.0,47109.0,1,4,-4100.0,-20.5
20200226,38799000,1,0,47124.5,7.0,47139.0,47089.0,1,4,-900.0,-4.5
20200226,38802000,7,0,47120.0,2.0,47164.0,47114.0,4,1,0.0,-4.5
20200226,38805000,2,0,47109.5,19.0,47140.0,47100.0,2,2,0.0,-10.5
20200226,38808000,1,0,47109.5,19.0,47129.0,47089.0,2,2,0.0,0.0
20200226,38811000,6,0,47099.5,39.0,47119.0,47069.0,1,4,0.0,-10.0
20200226,38814000,8,0,47114.5,9.0,47149.0,47049.0,5,5,0.0,15.0
20200226,38817000,6,100,47090.0,20.0,47124.0,47074.0,1,4,-2400.0,-24.5
20200226,38820000,7,100,47090.0,30.0,47130.0,47080.0,4,1,0.0,0.0
20200226,38823000,3,100,47090.0,30.0,47120.0,47060.0,3,3,0.0,0.0
20200226,38826000,6,0,47096.5,43.0,47100.0,47050.0,1,4,1000.0,6.5
20200226,38829000,8,-100,47062.5,25.0,47146.0,47046.0,5,5,12250.0,-34.0
20200226,38832000,4,0,47038.5,73.0,47062.0,47042.0,0,2,3650.0,-24.0
