episode,step,action,position,midprice,spread,quoted_ask,quoted_bid,ask_level,bid_level,pnl_step,bandh_step
20200226,34743000,8,100,46558.5,81.0,46605.0,46505.0,5,5,9150.0,3.5
20200226,34746000,3,200,46586.0,26.0,46588.0,46528.0,3,3,8550.0,27.5
20200226,34749000,7,200,46586.5,27.0,46626.0,46576.0,4,1,1300.0,0.5
20200226,34752000,3,200,46586.5,27.0,46616.0,46556.0,3,3,0.0,0.0
20200226,34755000,2,200,46616.5,31.0,46606.0,46566.0,2,2,6000.0,30.0
20200226,34758000,1,-100,46600.5,1.0,46636.0,46596.0,2,2,-2650.0,-16.0
20200226,34761000,7,0,46565.5,71.0,46640.0,46590.0,4,1,1050.0,-35.0
20200226,34764000,4,-100,46606.5,13.0,46565.0,46545.0,0,2,-4150.0,41.0
20200226,34767000,3,0,46571.5,83.0,46636.0,46576.0,3,3,3050.0,-35.0
20200226,34770000,4,100,46524.0,12.0,46571.0,46551.0,0,2,-5200.0,-47.5
20200226,34773000,7,0,46571.5,83.0,46564.0,46514.0,4,1,4000.0,47.5
20200226,34776000,3,-200,46639.0,242.0,46601.0,46541.0,3,3,-4100.0,67.5
20200226,34779000,0,0,46652.0,214.0,46649.0,46629.0,1,1,10800.0,13.0
20200226,34782000,2,100,46637.5,235.0,46672.0,46632.0,2,2,550.0,-14.5
20200226,34785000,8,0,46798.0,2.0,46687.0,46587.0,5,5,11150.0,160.5
20200226,34788000,8,100,46663.0,266.0,46848.0,46748.0,5,5,-8500.0,-135.0
20200226,34791000,2,200,46627.0,146.0,46683.0,46643.0,2,2,-5200.0,-36.0
20200226,34794000,5,200,46650.0,100.0,46647.0,46627.0,2,0,4600.0,23.0
20200226,34797000,3,200,46747.0,94.0,46680.0,46620.0,3,3,27400.0,97.0
20200226,34800000,2,200,46627.5,145.0,46767.0,46727.0,2,2,-19900.0,-119.5
20200226,34803000,2,300,46631.5,135.0,46647.0,46607.0,2,2,3250.0,4.0
20200226,34806000,1,100,46629.5,137.0,46651.0,46611.0,2,2,-20300.0,-2.0
20200226,34809000,7,200,46558.0,6.0,46669.0,46619.0,4,1,-13250.0,-71.5
20200226,34812000,0,300,46530.5,21.0,46568.0,46548.0,1,1,-7250.0,-27.5
20200226,34815000,5,400,46518.5,3.0,46550.0,46530.0,2,0,-4750.0,-12.0
20200226,34818000,6,400,46506.5,7.0,46528.0,46478.0,1,4,-4800.0,-12.0
20200226,34821000,2,400,46501.5,1.0,46526.0,46486.0,2,2,-2000.0,-5.0
20200226,34824000,3,400,46500.5,1.0,46531.0,46471.0,3,3,-400.0,-1.0
20200226,34827000,5,400,46500.5,1.0,46520.0,46500.0,2,0,0.0,0.0
20200226,34830000,7,500,46498.5,3.0,46540.0,46490.0,4,1,-950.0,-2.0
20200226,34833000,3,500,46488.5,17.0,46528.0,46468.0,3,3,-5000.0,-10.0
20200226,34836000,5,700,46475.0,10.0,46508.0,46488.0,2,0,-9550.0,-13.5
20200226,34839000,0,700,46460.0,20.0,46485.0,46465.0,1,1,-10500.0,-15.0
20200226,34842000,5,700,46447.5,5.0,46480.0,46460.0,2,0,-8750.0,-12.5
20200226,34845000,4,600,46448.5,3.0,46447.0,46427.0,0,2,550.0,1.0
20200226,34848000,8,600,46446.5,1.0,46498.0,46398.0,5,5,-1200.0,-2.0
20200226,34851000,4,500,46439.5,15.0,46446.0,46426.0,0,2,-3550.0,-7.0
20200226,34854000,7,500,46437.5,15.0,46479.0,46429.0,4,1,-1000.0,-2.0
20200226,34857000,6,400,46466.5,33.0,46447.0,46397.0,1,4,12550.0,29.0
20200226,34860000,1,-100,46466.5,33.0,46476.0,46426.0,1,4,-5650.0,0.0
20200226,34863000,5,-100,46466.5,33.0,46486.0,46466.0,2,0,0.0,0.0
20200226,34866000,3,-200,46472.0,50.0,46496.0,46436.0,3,3,150.0,5.5
20200226,34869000,5,0,46426.0,8.0,46492.0,46472.0,2,0,600.0,-46.0
20200226,34872000,5,100,46425.5,9.0,46446.0,46426.0,2,0,-50.0,-0.5
20200226,34875000,0,100,46425.5,9.0,46435.0,46415.0,1,1,0.0,0.0
20200226,34878000,7,0,46438.5,17.0,46465.0,46415.0,4,1,950.0,13.0
20200226,34881000,5,200,46434.0,26.0,46458.0,46438.0,2,0,1500.0,-4.5
20200226,34884000,7,300,46429.0,36.0,46474.0,46424.0,4,1,-500.0,-5.0
20200226,34887000,6,200,46430.5,39.0,46439.0,46389.0,1,4,1300.0,1.5
20200226,34890000,3,200,46400.5,3.0,46460.0,46400.0,3,3,-6000.0,-30.0
20200226,34893000,4,100,46413.5,27.0,46400.0,46380.0,0,2,1250.0,13.0
20200226,34896000,8,200,46393.5,11.0,46463.0,46363.0,5,5,-2650.0,-20.0
20200226,34899000,3,200,46394.0,12.0,46423.0,46363.0,3,3,100.0,0.5
20200226,34902000,4,100,46393.5,11.0,46394.0,46374.0,0,2,-50.0,-0.5
20200226,34905000,2,100,46384.0,8.0,46413.0,46373.0,2,2,-950.0,-9.5
20200226,34908000,1,0,46375.0,24.0,46404.0,46364.0,2,2,-400.0,-9.0
20200226,34911000,1,200,46367.0,26.0,46395.0,46355.0,2,2,500.0,-8.0
20200226,34914000,3,200,46368.0,24.0,46397.0,46337.0,3,3,200.0,1.0
20200226,34917000,0,300,46352.0,4.0,46378.0,46358.0,1,1,-3800.0,-16.0
20200226,34920000,0,400,46334.0,16.0,46362.0,46342.0,1,1,-6200.0,-18.0
20200226,34923000,7,500,46331.0,22.0,46374.0,46324.0,4,1,-500.0,-3.0
20200226,34926000,2,400,46338.5,41.0,46351.0,46311.0,2,2,5000.0,7.5
20200226,34929000,5,400,46350.5,17.0,46358.0,46338.0,2,0,4800.0,12.0
20200226,34932000,7,300,46368.5,19.0,46390.0,46340.0,4,1,6150.0,18.0
20200226,34935000,2,300,46369.5,21.0,46388.0,46348.0,2,2,300.0,1.0
20200226,34938000,4,300,46369.5,21.0,46369.0,46349.0,0,2,0.0,0.0
20200226,34941000,2,200,46371.5,17.0,46389.0,46349.0,2,2,350.0,2.0
20200226,34944000,7,200,46369.5,21.0,46411.0,46361.0,4,1,-400.0,-2.0
20200226,34947000,0,100,46369.5,21.0,46379.0,46359.0,1,1,950.0,0.0
20200226,34950000,3,200,46361.5,3.0,46399.0,46339.0,3,3,1450.0,-8.0
20200226,34953000,8,300,46359.5,1.0,46411.0,46311.0,5,5,-550.0,-2.0
20200226,34956000,5,300,46361.0,4.0,46379.0,46359.0,2,0,450.0,1.5
20200226,34959000,5,500,46331.5,63.0,46381.0,46361.0,2,0,-14550.0,-29.5
20200226,34962000,2,500,46371.5,17.0,46351.0,46311.0,2,2,24000.0,40.0
20200226,34965000,3,500,46359.5,1.0,46401.0,46341.0,3,3,-6000.0,-12.0
20200226,34968000,1,0,46348.5,21.0,46389.0,46329.0,3,3,-6250.0,-11.0
20200226,34971000,3,0,46343.5,31.0,46378.0,46318.0,3,3,0.0,-5.0
20200226,34974000,8,100,46330.5,15.0,46393.0,46293.0,5,5,-1050.0,-13.0
20200226,34977000,6,100,46343.5,27.0,46340.0,46290.0,1,4,1300.0,13.0
20200226,34980000,1,-100,46343.5,27.0,46353.0,46303.0,1,4,-1700.0,0.0
20200226,34983000,7,0,46311.5,17.0,46383.0,46333.0,4,1,1050.0,-32.0
20200226,34986000,2,0,46311.0,18.0,46331.0,46291.0,2,2,0.0,-0.5
20200226,34989000,2,0,46316.5,23.0,46331.0,46291.0,2,2,0.0,5.5
20200226,34992000,8,100,46302.5,1.0,46366.0,46266.0,5,5,-50.0,-14.0
20200226,34995000,1,0,46302.5,3.0,46352.0,46252.0,5,5,-50.0,0.0
20200226,34998000,8,0,46324.0,8.0,46352.0,46252.0,5,5,0.0,21.5
20200226,35001000,7,100,46301.0,2.0,46364.0,46314.0,4,1,-1300.0,-23.0
20200226,35004000,0,100,46300.5,1.0,46311.0,46291.0,1,1,-50.0,-0.5
20200226,35007000,1,0,46301.5,1.0,46310.0,46290.0,1,1,-50.0,1.0
20200226,35010000,6,0,46295.5,11.0,46311.0,46261.0,1,4,0.0,-6.0
20200226,35013000,4,-100,46301.5,1.0,46295.0,46275.0,0,2,-650.0,6.0
20200226,35016000,1,-100,46301.5,1.0,46301.0,46281.0,0,2,-100.0,0.0
20200226,35019000,1,-100,46295.0,10.0,46301.0,46281.0,0,2,550.0,-6.5
20200226,35022000,2,-100,46300.5,1.0,46315.0,46275.0,2,2,-550.0,5.5
20200226,35025000,5,-100,46300.5,1.0,46320.0,46300.0,2,0,0.0,0.0
20200226,35028000,7,-100,46311.0,18.0,46340.0,46290.0,4,1,-1050.0,10.5
20200226,35031000,2,-200,46342.0,24.0,46331.0,46291.0,2,2,-6300.0,31.0
20200226,35034000,0,-400,46329.5,55.0,46352.0,46332.0,1,1,4900.0,-12.5
20200226,35037000,0,-400,46329.0,36.0,46339.0,46319.0,1,1,2200.0,-0.5
20200226,35040000,2,-400,46340.5,39.0,46349.0,46309.0,2,2,-4600.0,11.5
20200226,35043000,0,-400,46358.5,3.0,46350.0,46330.0,1,1,-3500.0,18.0
20200226,35046000,0,-400,46373.5,27.0,46368.0,46348.0,1,1,-6000.0,15.0
20200226,35049000,0,-600,46394.5,11.0,46383.0,46363.0,1,1,-12200.0,21.0
20200226,35052000,7,-600,46393.5,13.0,46434.0,46384.0,4,1,600.0,-1.0
20200226,35055000,0,-600,46393.0,12.0,46403.0,46383.0,1,1,300.0,-0.5
20200226,35058000,0,-600,46393.5,13.0,46403.0,46383.0,1,1,-300.0,0.5
20200226,35061000,0,-600,46393.5,13.0,46403.0,46383.0,1,1,0.0,0.0
20200226,35064000,0,-400,46378.5,43.0,46403.0,46383.0,1,1,8000.0,-15.0
20200226,35067000,0,-500,46373.5,27.0,46388.0,46368.0,1,1,3450.0,-5.0
20200226,35070000,6,-600,46372.0,30.0,46383.0,46333.0,1,4,1850.0,-1.5
20200226,35073000,7,-400,46378.5,43.0,46412.0,46362.0,4,1,-1200.0,6.5
20200226,35076000,0,-500,46443.5,87.0,46388.0,46368.0,1,1,-31550.0,65.0
20200226,35079000,3,-600,46443.5,87.0,46473.0,46413.0,3,3,2950.0,0.0
20200226,35082000,2,-400,46441.5,91.0,46463.0,46423.0,2,2,5900.0,-2.0
20200226,35085000,0,-300,46444.0,86.0,46451.0,46431.0,1,1,300.0,2.5
20200226,35088000,6,-200,46443.5,87.0,46454.0,46404.0,1,4,4100.0,-0.5
20200226,35091000,4,-300,46448.5,97.0,46443.0,46423.0,0,2,1250.0,5.0
20200226,35094000,6,-300,46448.5,97.0,46458.0,46408.0,1,4,5000.0,0.0
20200226,35097000,6,-300,46493.5,13.0,46458.0,46408.0,1,4,-8500.0,45.0
20200226,35100000,6,-200,46448.0,104.0,46503.0,46453.0,1,4,13150.0,-45.5
20200226,35103000,6,-200,46450.5,99.0,46458.0,46408.0,1,4,4500.0,2.5
20200226,35106000,6,-100,46394.5,13.0,46460.0,46410.0,1,4,9650.0,-56.0
20200226,35109000,3,-100,46374.0,28.0,46424.0,46364.0,3,3,2050.0,-20.5
20200226,35112000,0,0,46358.5,3.0,46384.0,46364.0,1,1,1000.0,-15.5
20200226,35115000,1,0,46345.5,29.0,46368.0,46348.0,1,1,0.0,-13.0
20200226,35118000,7,0,46330.5,1.0,46385.0,46335.0,4,1,7000.0,-15.0
20200226,35121000,8,0,46374.0,28.0,46380.0,46280.0,5,5,0.0,43.5
20200226,35124000,8,-100,46369.0,38.0,46424.0,46324.0,5,5,1100.0,-5.0
20200226,35127000,8,-100,46392.0,8.0,46419.0,46319.0,5,5,-2300.0,23.0
20200226,35130000,1,0,46393.5,11.0,46442.0,46342.0,5,5,-400.0,1.5
20200226,35133000,6,0,46400.0,2.0,46403.0,46353.0,1,4,0.0,6.5
20200226,35136000,7,100,46365.5,29.0,46440.0,46390.0,4,1,-2450.0,-34.5
20200226,35139000,5,0,46365.5,29.0,46385.0,46365.0,2,0,1950.0,0.0
20200226,35142000,7,0,46365.5,29.0,46405.0,46355.0,4,1,0.0,0.0
20200226,35145000,7,200,46340.5,21.0,46405.0,46355.0,4,1,-3900.0,-25.0
20200226,35148000,8,200,46340.5,21.0,46390.0,46290.0,5,5,0.0,0.0
20200226,35151000,7,200,46365.5,29.0,46380.0,46330.0,4,1,5000.0,25.0
20200226,35154000,2,200,46355.0,50.0,46385.0,46345.0,2,2,-2100.0,-10.5
20200226,35157000,2,100,46365.5,29.0,46375.0,46335.0,2,2,3050.0,10.5
20200226,35160000,1,0,46365.5,29.0,46385.0,46345.0,2,2,-1450.0,0.0
20200226,35163000,2,0,46362.5,35.0,46385.0,46345.0,2,2,0.0,-3.0
20200226,35166000,2,0,46365.5,29.0,46382.0,46342.0,2,2,0.0,3.0
20200226,35169000,0,0,46348.0,6.0,46375.0,46355.0,1,1,2000.0,-17.5
20200226,35172000,5,0,46348.0,4.0,46368.0,46348.0,2,0,0.0,0.0
20200226,35175000,6,0,46345.0,10.0,46358.0,46308.0,1,4,0.0,-3.0
20200226,35178000,2,0,46365.0,28.0,46365.0,46325.0,2,2,0.0,20.0
20200226,35181000,5,0,46364.5,29.0,46385.0,46365.0,2,0,0.0,-0.5
20200226,35184000,5,0,46364.5,29.0,46384.0,46364.0,2,0,0.0,0.0
20200226,35187000,5,200,46350.5,1.0,46384.0,46364.0,2,0,-2800.0,-14.0
20200226,35190000,3,100,46375.0,10.0,46380.0,46320.0,3,3,3200.0,24.5
20200226,35193000,5,100,46375.5,9.0,46395.0,46375.0,2,0,50.0,0.5
20200226,35196000,7,300,46360.5,19.0,46415.0,46365.0,4,1,-3400.0,-15.0
20200226,35199000,5,300,46360.5,19.0,46380.0,46360.0,2,0,0.0,0.0
20200226,35202000,1,100,46360.5,19.0,46380.0,46360.0,2,0,-2800.0,0.0
20200226,35205000,3,100,46360.5,19.0,46390.0,46330.0,3,3,0.0,0.0
20200226,35208000,7,100,46360.0,18.0,46400.0,46350.0,4,1,-50.0,-0.5
20200226,35211000,7,100,46360.5,19.0,46400.0,46350.0,4,1,50.0,0.5
20200226,35214000,4,0,46361.0,18.0,46360.0,46340.0,0,2,-50.0,0.5
20200226,35217000,2,0,46360.0,18.0,46381.0,46341.0,2,2,0.0,-1.0
20200226,35220000,7,0,46360.0,18.0,46400.0,46350.0,4,1,0.0,0.0
20200226,35223000,1,0,46370.5,1.0,46400.0,46350.0,4,1,0.0,10.5
20200226,35226000,1,0,46370.5,1.0,46410.0,46360.0,4,1,0.0,0.0
20200226,35229000,0,0,46370.5,1.0,46380.0,46360.0,1,1,0.0,0.0
20200226,35232000,0,0,46370.5,1.0,46380.0,46360.0,1,1,0.0,0.0
20200226,35235000,0,0,46370.5,1.0,46380.0,46360.0,1,1,0.0,0.0
20200226,35238000,0,100,46361.0,18.0,46380.0,46360.0,1,1,100.0,-9.5
20200226,35241000,3,100,46373.5,5.0,46391.0,46331.0,3,3,1250.0,12.5
20200226,35244000,2,100,46360.5,19.0,46393.0,46353.0,2,2,-1300.0,-13.0
20200226,35247000,4,0,46360.5,19.0,46360.0,46340.0,0,2,-50.0,0.0
20200226,35250000,2,0,46360.5,19.0,46380.0,46340.0,2,2,0.0,0.0
20200226,35253000,2,0,46355.5,29.0,46380.0,46340.0,2,2,0.0,-5.0
20200226,35256000,2,0,46361.0,18.0,46375.0,46335.0,2,2,0.0,5.5
20200226,35259000,3,0,46360.0,20.0,46391.0,46331.0,3,3,0.0,-1.0
20200226,35262000,3,100,46350.5,1.0,46390.0,46330.0,3,3,-250.0,-9.5
20200226,35265000,7,0,46389.0,18.0,46390.0,46340.0,4,1,2450.0,38.5
20200226,35268000,6,-200,46400.0,2.0,46399.0,46349.0,1,4,-1100.0,11.0
20200226,35271000,7,-100,46351.0,2.0,46440.0,46390.0,4,1,5900.0,-49.0
20200226,35274000,6,-100,46343.0,18.0,46361.0,46311.0,1,4,800.0,-8.0
20200226,35277000,1,0,46341.5,17.0,46353.0,46303.0,1,4,-900.0,-1.5
20200226,35280000,2,0,46342.5,19.0,46361.0,46321.0,2,2,0.0,1.0
20200226,35283000,6,0,46351.0,2.0,46352.0,46302.0,1,4,0.0,8.5
20200226,35286000,2,136,46351.0,2.0,46371.0,46331.0,2,2,2264.0,0.0
20200226,35289000,0,100,46365.5,9.0,46361.0,46341.0,1,1,3486.0,14.5
20200226,35292000,8,100,46365.5,9.0,46415.0,46315.0,5,5,0.0,0.0
20200226,35295000,1,0,46365.5,9.0,46415.0,46315.0,5,5,-450.0,0.0
20200226,35298000,5,0,46365.5,9.0,46385.0,46365.0,2,0,0.0,0.0
20200226,35301000,8,0,46365.5,9.0,46415.0,46315.0,5,5,0.0,0.0
20200226,35304000,8,-100,46448.0,96.0,46415.0,46315.0,5,5,-6300.0,82.5
20200226,35307000,0,-300,46450.0,100.0,46458.0,46438.0,1,1,-2900.0,2.0
20200226,35310000,5,-300,46498.0,4.0,46470.0,46450.0,2,0,-11200.0,48.0
20200226,35313000,3,-300,46498.0,4.0,46528.0,46468.0,3,3,0.0,0.0
20200226,35316000,6,-300,46497.5,3.0,46508.0,46458.0,1,4,150.0,-0.5
20200226,35319000,2,-300,46497.5,3.0,46517.0,46477.0,2,2,0.0,0.0
20200226,35322000,4,-400,46499.5,1.0,46497.0,46477.0,0,2,-850.0,2.0
20200226,35325000,0,-400,46577.5,155.0,46509.0,46489.0,1,1,-31200.0,78.0
20200226,35328000,7,-400,46576.0,154.0,46617.0,46567.0,4,1,600.0,-1.5
20200226,35331000,0,-300,46577.0,154.0,46586.0,46566.0,1,1,-5200.0,1.0
20200226,35334000,1,-100,46575.5,149.0,46587.0,46567.0,1,1,-20550.0,-1.5
20200226,35337000,8,0,46550.0,100.0,46625.0,46525.0,5,5,5050.0,-25.5
20200226,35340000,2,-100,46554.5,89.0,46570.0,46530.0,2,2,1550.0,4.5
20200226,35343000,2,-100,46553.5,93.0,46574.0,46534.0,2,2,4500.0,-1.0
20200226,35346000,1,0,46553.0,92.0,46573.0,46533.0,2,2,-4650.0,-0.5
20200226,35349000,2,200,46511.5,9.0,46573.0,46533.0,2,2,-4400.0,-41.5
20200226,35352000,3,100,46503.5,7.0,46541.0,46481.0,3,3,2150.0,-8.0
20200226,35355000,6,200,46450.0,100.0,46513.0,46463.0,1,4,-6650.0,-53.5
20200226,35358000,3,300,46453.5,107.0,46480.0,46420.0,3,3,3950.0,3.5
20200226,35361000,8,400,46449.5,99.0,46503.0,46403.0,5,5,3450.0,-4.0
20200226,35364000,0,500,46449.5,99.0,46459.0,46439.0,1,1,1050.0,0.0
20200226,35367000,8,400,46450.0,100.0,46499.0,46399.0,5,5,1150.0,0.5
20200226,35370000,1,-100,46449.0,98.0,46500.0,46400.0,5,5,-15000.0,-1.0
20200226,35373000,6,-100,46444.5,89.0,46459.0,46409.0,1,4,450.0,-4.5
20200226,35376000,1,100,46439.5,79.0,46454.0,46404.0,1,4,-900.0,-5.0
20200226,35379000,7,200,46385.0,30.0,46479.0,46429.0,4,1,-5350.0,-54.5
20200226,35382000,3,300,46370.5,37.0,46415.0,46355.0,3,3,-1350.0,-14.5
20200226,35385000,4,200,46385.5,29.0,46370.0,46350.0,0,2,2950.0,15.0
20200226,35388000,7,300,46362.0,18.0,46425.0,46375.0,4,1,-6000.0,-23.5
20200226,35391000,6,300,46385.5,29.0,46372.0,46322.0,1,4,7050.0,23.5
20200226,35394000,5,500,46385.5,29.0,46405.0,46385.0,2,0,3600.0,0.0
20200226,35397000,8,400,46377.0,46.0,46435.0,46335.0,5,5,-4750.0,-8.5
20200226,35400000,7,400,46377.0,46.0,46417.0,46367.0,4,1,0.0,0.0
20200226,35403000,8,500,46337.5,5.0,46427.0,46327.0,5,5,-18750.0,-39.5
20200226,35406000,2,500,46327.5,15.0,46357.0,46317.0,2,2,-5000.0,-10.0
20200226,35409000,7,500,46327.5,15.0,46367.0,46317.0,4,1,0.0,0.0
20200226,35412000,7,500,46326.5,13.0,46367.0,46317.0,4,1,-500.0,-1.0
20200226,35415000,1,0,46328.5,23.0,46366.0,46316.0,4,1,-4450.0,2.0
20200226,35418000,2,100,46318.5,3.0,46348.0,46308.0,2,2,-850.0,-10.0
20200226,35421000,8,100,46330.0,20.0,46368.0,46268.0,5,5,1150.0,11.5
20200226,35424000,8,100,46330.0,20.0,46380.0,46280.0,5,5,0.0,0.0
20200226,35427000,8,100,46336.5,7.0,46380.0,46280.0,5,5,650.0,6.5
20200226,35430000,2,100,46336.5,7.0,46356.0,46316.0,2,2,0.0,0.0
